,OFIPS,DFIPS,comm,quantity,startRR,ONode,DNode,ODIST
0,19155,22051,2,6120401,777,,,
1,19153,22051,2,1530100,802,,,
2,19113,22051,4,3169397,103,,,
3,19153,22051,4,792349,802,,,
