,OFIPS,DFIPS,comm,quantity,startRR,ONode,DNode,ODIST
461,27123,6037,1,676.4,777,,,
462,27123,17031,1,5304.4,777,,,
463,27123,27003,1,3631.2,777,,,
464,27123,47157,1,3524.4,777,,,
465,27123,53033,1,162585.2,777,,,
466,27123,53053,1,65753.2,777,,,
467,27137,28093,1,3738.0,777,,,
468,27151,1073,1,2670.0,777,,,
469,27151,48355,1,3204.0,777,,,
470,27167,48323,1,2242.8,777,,,
471,27167,48355,1,2741.2,777,,,
472,27167,48355,1,2741.2,777,,,
473,28095,6031,1,27853.44,777,,,
474,28095,6065,1,2232.12,777,,,
475,28095,6099,1,18344.68,777,,,
476,29095,48141,1,3132.8,777,,,
477,29095,48439,1,3560.0,777,,,
478,29510,6037,1,13207.6,777,,,
479,30005,48201,1,9576.4,777,,,
480,30005,53033,1,9533.68,777,,,
481,30005,53053,1,3702.4,777,,,
482,30007,53077,1,3453.2,777,,,
483,30009,48303,1,3916.0,777,,,
484,30013,27053,1,4197.24,777,,,
485,30013,38093,1,5030.28,777,,,
486,30015,27053,1,6087.6,777,,,
487,30021,53053,1,3702.4,777,,,
488,30021,53063,1,3524.4,777,,,
489,30027,41035,1,3417.6,777,,,
490,30029,40075,1,3524.4,777,,,
491,30029,53025,1,12816.0,777,,,
492,30031,27053,1,7582.8,777,,,
493,30031,35041,1,3204.0,777,,,
494,30031,38093,1,3342.84,777,,,
495,30031,38101,1,24126.12,777,,,
496,30031,53063,1,3738.0,777,,,
497,30035,19193,1,7832.0,777,,,
498,30035,27053,1,3396.24,777,,,
499,30035,30013,1,14813.16,777,,,
500,30035,35041,1,10573.2,777,,,
501,30035,53011,1,10402.32,777,,,
502,30035,53025,1,2467.08,777,,,
503,30041,53025,1,6343.92,777,,,
504,30045,27053,1,5019.6,777,,,
505,30051,6077,1,3524.4,777,,,
506,30051,53033,1,18650.84,777,,,
507,30051,53063,1,3560.0,777,,,
508,30073,6099,1,6835.2,777,,,
509,30073,27027,1,23713.16,777,,,
510,30073,30013,1,60591.2,777,,,
511,30073,30093,1,33175.64,777,,,
512,30073,38093,1,5863.32,777,,,
513,30073,48027,1,3239.6,777,,,
514,30073,53025,1,3204.0,777,,,
515,30073,53063,1,7226.8,777,,,
516,30083,27027,1,15478.88,777,,,
517,30083,27169,1,34083.44,777,,,
518,30083,30013,1,7575.68,777,,,
519,30083,30093,1,43314.52,777,,,
520,30083,48439,1,10430.8,777,,,
521,30085,17031,1,11466.76,777,,,
522,30085,20177,1,3246.72,777,,,
523,30085,29011,1,8864.4,777,,,
524,30085,30105,1,3702.4,777,,,
525,30085,41051,1,29791.86,777,,,
526,30085,53025,1,11199.76,777,,,
527,30085,53033,1,11865.48,777,,,
528,30085,53053,1,14400.2,777,,,
529,30085,53063,1,17650.48,777,,,
530,30091,8075,1,3524.4,777,,,
531,30091,41051,1,22239.32,777,,,
532,30091,48323,1,3524.4,777,,,
533,30091,53033,1,25756.6,777,,,
534,30091,53053,1,2741.2,777,,,
535,30099,8059,1,8223.6,777,,,
536,30099,27053,1,56938.64,777,,,
537,30099,30013,1,45172.84,777,,,
538,30099,30093,1,13503.08,777,,,
539,30099,38093,1,3556.44,777,,,
540,30101,8013,1,18077.68,777,,,
541,30101,53011,1,11178.4,777,,,
542,30105,16069,1,3524.4,777,,,
543,30105,17031,1,3524.4,777,,,
544,30105,38097,1,7440.4,777,,,
545,30105,53033,1,3773.6,777,,,
546,30111,8059,1,22274.92,777,,,
547,30111,27053,1,36664.44,777,,,
548,31013,55015,1,4314.72,777,,,
549,31013,1073,1,2670.0,777,,,
550,31013,48201,1,5090.8,777,,,
551,31013,53033,1,3987.2,777,,,
552,31013,48355,1,2954.8,777,,,
553,31029,17031,1,3560.0,777,,,
554,31033,55015,1,7298.0,777,,,
555,31033,40031,1,3488.8,777,,,
556,31033,53033,1,13919.6,777,,,
557,31055,17031,1,890.0,777,,,
558,31055,53053,1,783.2,777,,,
559,31057,48201,1,22228.64,777,,,
560,31065,48167,1,66344.16,777,,,
561,31065,48201,1,29901.33,777,,,
562,31065,48355,1,19987.62,777,,,
563,31065,53053,1,21584.28,777,,,
564,31123,1073,1,3204.0,777,,,
565,31123,6099,1,3560.0,777,,,
566,31123,17031,1,7120.0,777,,,
567,31123,53033,1,3951.6,777,,,
568,31135,1073,1,3171.96,777,,,
569,31135,17031,1,3488.8,777,,,
570,31135,48355,1,19920.87,777,,,
571,31135,48355,1,3560.0,777,,,
572,31157,1073,1,3026.0,777,,,
573,31157,17031,1,10751.2,777,,,
574,31157,48201,1,2670.0,777,,,
575,31159,48167,1,19384.2,777,,,
576,31181,22093,1,19188.4,777,,,
577,31181,48167,1,38725.68,777,,,
578,31181,48201,1,27201.96,777,,,
579,38003,8075,1,3453.2,777,,,
580,38005,17031,1,3560.0,777,,,
581,38005,48323,1,7120.0,777,,,
582,38005,48355,1,2741.2,777,,,
583,38009,27027,1,11854.8,777,,,
584,38009,27053,1,5542.92,777,,,
585,38009,27169,1,17707.44,777,,,
586,38009,48097,1,3738.0,777,,,
587,38009,48141,1,12196.56,777,,,
588,38011,6019,1,3488.8,777,,,
589,38011,20177,1,11997.2,777,,,
590,38011,27119,1,3987.2,777,,,
591,38011,29229,1,7974.4,777,,,
592,38011,38017,1,9501.64,777,,,
593,38011,53033,1,3844.8,777,,,
594,38013,29021,1,3666.8,777,,,
595,38013,29510,1,7262.4,777,,,
596,38013,48369,1,3310.8,777,,,
597,38013,48439,1,2915.64,777,,,
598,38013,53025,1,34510.64,777,,,
599,38017,27053,1,55365.12,777,,,
600,38017,27169,1,44382.52,777,,,
601,38017,38017,1,16735.56,777,,,
602,38017,48141,1,106376.36,777,,,
603,38019,27053,1,12484.92,777,,,
604,38019,35041,1,5105.04,777,,,
605,38019,48439,1,3524.4,777,,,
606,38021,17031,1,6408.0,777,,,
607,38021,53011,1,21902.9,777,,,
608,38023,53033,1,4229.28,777,,,
609,38031,27053,1,11876.16,777,,,
610,38031,27123,1,2100.4,777,,,
611,38031,48141,1,3275.2,777,,,
612,38033,53033,1,9398.4,777,,,
613,38035,6071,1,7048.8,777,,,
614,38035,6077,1,3560.0,777,,,
615,38035,8075,1,3560.0,777,,,
616,38035,17031,1,16055.6,777,,,
617,38035,48113,1,3560.0,777,,,
618,38035,48201,1,7084.4,777,,,
619,38035,48323,1,10964.8,777,,,
620,38035,48355,1,11392.0,777,,,
621,38039,27027,1,30900.8,777,,,
622,38039,27169,1,10042.76,777,,,
623,38039,38017,1,12185.88,777,,,
624,38049,27053,1,10626.6,777,,,
625,38049,53025,1,6372.4,777,,,
626,38057,22017,1,9327.2,777,,,
627,38057,29011,1,3880.4,777,,,
628,38057,38017,1,3631.2,777,,,
629,38061,26147,1,3488.8,777,,,
630,38061,20037,1,3524.4,777,,,
631,38061,27053,1,8458.56,777,,,
632,38061,38017,1,6728.4,777,,,
633,38061,48201,1,2741.2,777,,,
634,38061,48323,1,10138.88,777,,,
635,38061,53025,1,24717.08,777,,,
636,38061,53033,1,22392.4,777,,,
637,38063,27069,1,3560.0,777,,,
638,38063,27069,1,3560.0,777,,,
639,38063,17031,1,7084.4,777,,,
640,38063,20157,1,6728.4,777,,,
641,38063,27069,1,7155.6,777,,,
642,38063,30093,1,3560.0,777,,,
643,38063,38093,1,16329.72,777,,,
644,38063,48113,1,3524.4,777,,,
645,38067,13153,1,3275.2,777,,,
646,38067,6071,1,7048.8,777,,,
647,38067,17031,1,9968.0,777,,,
648,38067,29095,1,3524.4,777,,,
649,38067,41035,1,3204.0,777,,,
650,38067,48113,1,3560.0,777,,,
651,38067,48439,1,3488.8,777,,,
652,38071,6071,1,7333.6,777,,,
653,38071,17031,1,6764.0,777,,,
654,38071,27053,1,28472.88,777,,,
655,38071,29095,1,3310.8,777,,,
656,38071,38099,1,11673.24,777,,,
657,38071,48201,1,21751.6,777,,,
658,38071,55011,1,3880.4,777,,,
659,38073,8075,1,3560.0,777,,,
660,38073,17031,1,3560.0,777,,,
661,38073,53025,1,3560.0,777,,,
662,38077,55071,1,40769.12,777,,,
663,38077,27053,1,72246.64,777,,,
664,38077,31081,1,10039.2,777,,,
665,38089,17031,1,3168.4,777,,,
666,38089,53053,1,3738.0,777,,,
667,38091,1073,1,3204.0,777,,,
668,38091,6099,1,3738.0,777,,,
669,38091,17031,1,3880.4,777,,,
670,38093,4013,1,3595.6,777,,,
671,38093,6077,1,3524.4,777,,,
672,38093,17031,1,3204.0,777,,,
673,38093,38017,1,2919.2,777,,,
674,38093,48201,1,9398.4,777,,,
675,38097,6071,1,3275.2,777,,,
676,38097,6077,1,3560.0,777,,,
677,38097,17031,1,21110.8,777,,,
678,38097,20157,1,3204.0,777,,,
679,38097,27027,1,4987.56,777,,,
680,38097,27053,1,28472.88,777,,,
681,38097,27169,1,7013.2,777,,,
682,38097,48141,1,6578.88,777,,,
683,38097,48201,1,2670.0,777,,,
684,38097,48355,1,10680.0,777,,,
685,38097,48439,1,16838.8,777,,,
686,38097,53033,1,10252.8,777,,,
687,38097,53077,1,3171.96,777,,,
688,38097,48355,1,3310.8,777,,,
689,38099,36071,1,3204.0,777,,,
690,38099,13153,1,6408.0,777,,,
