,OFIPS,DFIPS,comm,quantity,startRR,ONode,DNode,ODIST
0,19155,53015,2,6120401,777,,,
1,19155,53015,4,3169397,777,,,
2,19153,53011,2,1530100,802,,,
3,19153,53011,4,792349,802,,,
