,OID,ML_CLASS,LINK_TYPE,RR1,RR2,RR3,RR4,RR5,NO_TRACKS,SIGNAL,CAPY_CODE,FF_SPEED,East,SIGNAL_,TERRAIN_,DIRECTION_,SIDING_,MISSING_,AutoFlag_,A_NODE,B_NODE,LENGTH,oldID,RR6,AutoFlag1_,AutoFlag2_,AutoFlag3_,AutoFlag4_,AutoFlag5_,AutoFlag6_,ID,qty
0,-1,3,2,555,0,0,0,0,1,4,8,49,1,NON,HILLY,BI,25,0,0,13009,45004,81.8346442351,2999,0,0,0,0,0,0,0,1345001,8643445.0
1,-1,4,2,712,0,0,0,0,1,1,4,55,1,CTC,FLAT,BI,25,0,0,45004,45009,74.703047778,3236,0,0,0,0,0,0,0,4545001,27800032.0
2,-1,3,2,712,0,0,0,0,1,1,8,55,1,CTC,HILLY,BI,25,0,0,37004,45057,106.033031409,3154,0,0,0,0,0,0,0,3745001,3714479.8
3,-1,1,2,802,777,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,29043,29044,48.8961165577,20546,0,0,0,0,0,0,0,2929001,68248272.0
4,-1,1,2,802,0,0,0,0,1,2,3,45,1,ABS,FLAT,BI,15,0,0,29028,29029,148.067766415,20957,0,0,0,0,0,0,0,2929002,15488042.0
5,-1,1,2,802,0,0,0,0,1,1,6,55,1,CTC,HILLY,BI,5,0,0,20046,20039,140.306660514,25716,0,0,0,0,0,0,0,2020001,84039128.0
6,-1,3,2,103,0,0,0,0,1,2,3,40,1,ABS,FLAT,BI,15,0,0,22021,22034,56.8685250817,16394,0,0,0,0,0,0,0,2222001,2617305.0
7,-1,1,4,712,0,0,0,0,2,1,1,50,1,CTC,FLAT,BI,-99,0,0,36026,36004,67.502173419,424,0,0,0,0,0,0,0,3636001,283118592.0
8,-1,2,2,490,0,0,0,0,1,1,2,40,1,CTC,FLAT,BI,5,0,0,25005,33001,60.0568644309,83,0,0,0,0,0,0,0,2533001,5646968.0
9,-1,3,2,490,0,0,0,0,1,1,3,40,1,CTC,FLAT,BI,15,0,0,33001,23003,71.0553345715,17984,0,0,0,0,0,0,0,3323001,4282803.5
10,-1,2,2,555,712,0,0,0,1,4,3,25,1,NON,FLAT,BI,15,0,0,54021,42066,66.4190995514,13273,0,0,0,0,0,0,0,5442001,20238944.0
11,-1,2,2,712,0,0,0,0,1,4,3,25,1,NON,FLAT,BI,15,0,0,54002,54021,26.4226403533,1725,0,0,0,0,0,0,0,5454001,10598073.0
12,-1,3,2,712,555,0,0,0,1,4,7,45,1,NON,HILLY,BI,15,0,0,45014,45057,42.8529000622,3035,0,0,0,0,0,0,0,4545002,28216838.0
13,-1,1,2,802,0,0,0,0,1,1,3,55,1,CTC,FLAT,BI,15,0,0,22003,5018,93.6164979619,16261,0,0,0,0,0,0,0,2205001,49658832.0
14,-1,3,2,712,0,0,0,0,1,4,4,35,1,NON,FLAT,BI,25,0,0,12011,12012,94.7158328656,3481,0,0,0,0,0,0,0,1212001,200168.4
15,-1,0,2,103,0,0,0,0,1,1,3,55,1,CTC,FLAT,BI,15,0,0,26038,26034,25.2008067203,12873,0,0,0,0,0,0,0,2626001,57508992.0
16,-1,0,2,103,0,0,0,0,1,1,3,55,1,CTC,FLAT,BI,15,0,0,26028,26034,21.0875253193,7239,0,0,0,0,0,0,0,2626002,61288192.0
17,-1,0,2,103,0,0,0,0,2,2,1,55,1,ABS,FLAT,BI,-99,0,0,26026,26039,17.9989583482,7078,0,0,0,0,0,0,0,2626003,51405760.0
18,-1,0,2,103,0,0,0,0,2,1,1,55,1,CTC,FLAT,BI,-99,0,0,26033,26037,2.5283409676,31220,0,0,0,0,0,0,0,2626004,49068544.0
19,-1,0,2,103,0,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,26029,26033,62.6044479564,7167,0,0,0,0,0,0,0,2626005,6263682.0
20,-1,0,2,103,777,0,0,0,1,1,2,40,1,CTC,FLAT,BI,5,0,0,17108,17014,22.0295620662,6404,0,0,0,0,0,0,0,1717001,119885136.0
21,-1,0,2,103,0,0,0,0,2,2,1,55,1,ABS,FLAT,BI,-99,0,0,18055,18068,63.6172380936,6238,0,0,0,0,0,0,0,1818001,53032972.0
22,-1,0,2,103,0,0,0,0,1,2,2,20,1,ABS,FLAT,BI,5,0,0,26066,26026,10.8133140657,7077,0,0,0,0,0,0,0,2626006,621860.7
23,-1,0,2,103,0,0,0,0,1,1,1,55,1,CTC,FLAT,BI,-99,0,0,18054,26025,35.9231091453,8079,0,0,0,0,0,0,0,1826001,51400960.0
24,-1,0,2,103,0,0,0,0,2,2,3,55,1,ABS,FLAT,BI,15,0,0,26025,26026,10.5687260795,7074,0,0,0,0,0,0,0,2626007,51400960.0
25,-1,0,2,103,0,0,0,0,2,2,1,55,1,ABS,FLAT,BI,-99,0,0,26067,26028,25.5341733187,7088,0,0,0,0,0,0,0,2626008,61476184.0
26,-1,0,2,103,0,0,0,0,1,1,2,55,1,CTC,FLAT,BI,5,0,0,26035,26037,7.9181713241,7190,0,0,0,0,0,0,0,2626009,49068536.0
27,-1,0,2,103,0,0,0,0,2,1,1,25,1,CTC,FLAT,BI,-99,0,0,26035,26036,9.67713246912,7191,0,0,0,0,0,0,0,2626010,49068544.0
28,-1,0,2,103,0,0,0,0,1,4,2,40,1,NON,FLAT,BI,5,0,0,26029,26031,51.1204229499,7170,0,0,0,0,0,0,0,2626011,15051814.0
29,-1,0,2,103,0,0,0,0,1,1,3,55,1,CTC,FLAT,BI,15,0,0,26031,26036,58.26607801,7179,0,0,0,0,0,0,0,2626012,37950292.0
30,-1,1,2,555,712,103,856,0,1,4,2,25,1,NON,FLAT,BI,5,0,0,39043,39084,1.60554076973,817,0,0,0,0,0,0,0,3939001,44352396.0
31,-1,1,3,712,802,0,0,0,2,1,5,55,1,CTC,HILLY,SD,-99,0,0,17097,17110,22.6537323863,15669,0,0,0,0,0,0,0,1717002,94379512.0
32,-1,1,3,712,802,0,0,0,2,1,5,55,1,CTC,HILLY,SD,-99,0,0,17139,17110,10.2830558048,6246,0,0,0,0,0,0,0,1717003,94269512.0
33,-1,1,4,103,555,0,0,0,2,1,1,50,1,CTC,FLAT,BI,-99,0,0,17080,17109,26.7393751868,31143,0,0,0,0,0,0,0,1717004,80718896.0
34,-1,3,2,712,0,0,0,0,1,2,3,38,1,ABS,FLAT,BI,15,0,0,18053,18075,62.938342558,6068,0,0,0,0,0,0,0,1818002,32285300.0
35,-1,3,2,712,0,0,0,0,1,2,3,38,1,ABS,FLAT,BI,15,0,0,18011,18082,24.8525498471,6064,0,0,0,0,0,0,0,1818003,29986222.0
36,-1,2,2,555,0,0,0,0,1,4,3,49,1,NON,FLAT,BI,15,0,0,1047,1026,30.8715289982,3974,0,0,0,0,0,0,0,101001,9662573.0
37,-1,1,2,103,555,0,0,0,1,1,2,50,1,CTC,FLAT,BI,5,0,0,17064,17096,20.8124211767,22002,0,0,0,0,0,0,0,1717005,71163144.0
38,-1,3,2,712,0,0,0,0,1,2,8,42,1,ABS,HILLY,BI,25,0,0,18052,39079,85.9137704042,5385,0,0,0,0,0,0,0,1839001,14669946.0
39,-1,3,2,555,0,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,26012,26023,45.2652809402,7080,0,0,0,0,0,0,0,2626013,18531912.0
40,-1,2,2,555,0,0,0,0,1,1,6,35,1,CTC,HILLY,BI,5,0,0,39121,39072,3.33131657402,2610,0,0,0,0,0,0,0,3939002,1144994.5
41,-1,1,2,712,0,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,39069,39006,49.2383525322,31130,0,0,0,0,0,0,0,3939003,65593572.0
42,-1,1,4,712,555,0,0,0,2,1,1,40,1,CTC,FLAT,BI,-99,0,0,39024,39075,18.6690025582,16144,0,0,0,0,0,0,0,3939004,153257920.0
43,-1,1,2,802,0,0,0,0,1,1,3,55,1,CTC,FLAT,BI,15,0,0,48112,48116,28.8222338957,9780,0,0,0,0,0,0,0,4848001,87764360.0
44,-1,0,1,802,0,0,0,0,1,1,3,55,1,CTC,FLAT,SD,15,0,0,48101,48116,48.659861758,9775,0,0,0,0,0,0,0,4848002,34077212.0
45,-1,0,2,777,0,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,48054,48089,23.6321548083,9599,0,0,0,0,0,0,0,4848003,34512972.0
46,-1,0,2,802,0,0,0,0,1,1,3,55,1,CTC,FLAT,BI,15,0,0,48112,48113,14.1229685086,9799,0,0,0,0,0,0,0,4848004,88457984.0
47,-1,0,1,802,777,0,0,0,1,1,7,55,1,CTC,HILLY,SD,15,0,0,48105,48115,4.12864071663,9981,0,0,0,0,0,0,0,4848005,3889021.5
48,-1,0,1,802,0,0,0,0,1,1,3,55,1,CTC,FLAT,SD,15,0,0,48114,48115,3.34717376965,9800,0,0,0,0,0,0,0,4848006,51572916.0
49,-1,0,1,802,0,0,0,0,1,1,7,35,1,CTC,HILLY,SD,15,0,0,48105,48114,7.03153463481,9982,0,0,0,0,0,0,0,4848007,36744472.0
50,-1,0,2,802,0,0,0,0,2,1,1,55,1,CTC,FLAT,BI,-99,0,0,48113,48114,4.78929763472,14576,0,0,0,0,0,0,0,4848008,88317392.0
51,-1,0,2,802,777,0,0,0,1,1,7,55,1,CTC,HILLY,BI,15,0,0,48108,48107,90.9545678324,10049,0,0,0,0,0,0,0,4848009,84528744.0
52,-1,0,2,802,777,0,0,0,1,2,6,55,1,ABS,HILLY,BI,5,0,0,48106,48107,20.1680336408,10059,0,0,0,0,0,0,0,4848010,31146564.0
53,-1,0,1,802,777,0,0,0,1,2,4,40,1,ABS,FLAT,SD,25,0,0,48105,48102,89.8275975572,9804,0,0,0,0,0,0,0,4848011,463751.0
54,-1,1,1,802,0,0,0,0,1,2,3,55,1,ABS,FLAT,SD,15,0,0,48126,48105,48.6799721133,25980,0,0,0,0,0,0,0,4848012,41581832.0
55,-1,0,1,802,777,0,0,0,1,1,7,55,1,CTC,HILLY,SD,15,0,0,48111,48029,64.9939543038,9996,0,0,0,0,0,0,0,4848013,35076932.0
56,-1,0,1,802,777,0,0,0,1,4,8,40,1,NON,HILLY,SD,25,0,0,48058,48111,51.7619407485,9907,0,0,0,0,0,0,0,4848014,26240282.0
57,-1,0,4,802,777,0,0,0,2,1,5,55,1,CTC,HILLY,BI,-99,0,0,48110,48111,2.8611863351,14580,0,0,0,0,0,0,0,4848015,60712504.0
58,-1,0,1,802,777,0,0,0,1,2,7,55,1,ABS,HILLY,SD,15,0,0,48108,48110,47.6477335575,10057,0,0,0,0,0,0,0,4848016,26180462.0
59,-1,0,1,802,0,0,0,0,1,2,8,40,1,ABS,HILLY,SD,25,0,0,48092,48117,95.5278788548,10096,0,0,0,0,0,0,0,4848017,13145865.0
60,-1,1,3,555,0,0,0,0,2,2,1,55,1,ABS,FLAT,SD,-99,0,0,39009,39039,34.4690917307,16762,0,0,0,0,0,0,0,3939005,67810968.0
61,-1,1,2,555,0,0,0,0,1,1,2,55,1,CTC,FLAT,BI,5,0,0,39070,39119,42.5886104081,31126,0,0,0,0,0,0,0,3939006,67660632.0
62,-1,1,2,712,0,0,0,0,1,1,2,50,1,CTC,FLAT,BI,5,0,0,17058,17090,44.8247214109,31199,0,0,0,0,0,0,0,1717006,43257360.0
63,-1,1,2,712,0,0,0,0,1,4,3,25,1,NON,FLAT,BI,15,0,0,17067,17092,6.29104322536,5279,0,0,0,0,0,0,0,1717007,30780070.0
64,-1,1,2,712,0,0,0,0,1,1,2,50,1,CTC,FLAT,BI,5,0,0,39010,39108,13.6635736617,14093,0,0,0,0,0,0,0,3939007,69908808.0
65,-1,1,3,712,802,0,0,0,2,1,5,55,1,CTC,HILLY,SD,-99,0,0,17175,17097,27.7986544452,22001,0,0,0,0,0,0,0,1717008,101552376.0
66,-1,1,2,555,0,0,0,0,1,1,2,55,1,CTC,FLAT,BI,5,0,0,39049,39050,17.9113030128,1441,0,0,0,0,0,0,0,3939008,73369464.0
67,-1,3,2,127,555,777,0,0,1,4,3,49,1,NON,FLAT,BI,15,0,0,1051,1024,108.261317267,15191,0,0,0,0,0,0,0,101002,9488518.0
68,-1,1,4,103,555,0,0,0,2,1,1,50,1,CTC,FLAT,BI,-99,0,0,17080,17096,5.11884811124,6958,0,0,0,0,0,0,0,1717009,71163144.0
69,-1,2,2,555,712,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,47024,47032,14.4053448981,4196,0,0,0,0,0,0,0,4747001,27100168.0
70,-1,1,3,712,0,0,0,0,2,4,1,10,1,NON,FLAT,SD,-99,0,0,13082,13013,4.78761205738,3353,0,0,0,0,0,0,0,1313001,90442912.0
71,-1,1,4,555,712,777,0,0,2,1,1,35,1,CTC,FLAT,BI,-99,0,0,22019,22025,8.16991307496,4281,0,0,0,0,0,0,0,2222002,51841500.0
72,-1,1,2,777,802,0,0,0,1,2,3,50,1,ABS,FLAT,BI,15,0,0,22005,22004,194.89190078,30973,0,0,0,0,0,0,0,2222003,18614966.0
73,-1,1,2,802,777,0,0,0,1,2,3,50,1,ABS,FLAT,BI,15,0,0,22004,22015,12.6921163484,19812,0,0,0,0,0,0,0,2222004,23223092.0
74,-1,1,2,802,0,0,0,0,1,1,7,50,1,CTC,HILLY,BI,15,0,0,29030,29039,27.0253347445,21010,0,0,0,0,0,0,0,2929003,90478656.0
75,-1,1,2,712,0,0,0,0,1,1,2,50,1,CTC,FLAT,BI,5,0,0,42053,10002,24.0686797429,11883,0,0,0,0,0,0,0,4210001,6589669.5
76,-1,4,2,555,0,0,0,0,1,1,7,25,1,CTC,HILLY,BI,15,0,0,51020,54010,44.5249105054,1251,0,0,0,0,0,0,0,5154001,12599806.0
77,-1,1,2,712,555,0,0,0,1,1,2,25,1,CTC,FLAT,BI,5,0,0,24019,24007,3.42702587524,996,0,0,0,0,0,0,0,2424001,44969612.0
78,-1,2,2,712,0,0,0,0,1,4,4,49,1,NON,FLAT,BI,25,0,0,12004,12034,35.1529133997,3504,0,0,0,0,0,0,0,1212002,14215472.0
79,-1,1,2,802,400,0,0,0,1,1,3,30,1,CTC,FLAT,BI,15,0,0,22009,22011,4.40327206492,14362,0,0,0,0,0,0,0,2222005,54877472.0
80,-1,4,2,555,0,0,0,0,1,4,4,45,1,NON,FLAT,BI,25,0,0,13032,13033,33.9861353738,2833,0,0,0,0,0,0,0,1313002,6164128.5
81,-1,3,2,490,712,0,0,0,1,4,4,30,1,NON,FLAT,BI,25,0,0,25004,25005,28.2392249015,92,0,0,0,0,0,0,0,2525001,2646542.5
82,-1,2,3,490,555,105,0,0,2,1,5,40,1,CTC,HILLY,SD,-99,0,0,25005,25007,28.6767696859,117,0,0,0,0,0,0,0,2525002,11091698.0
83,-1,2,2,490,555,105,0,0,1,2,6,40,1,ABS,HILLY,BI,5,0,0,25006,25007,32.1717957812,119,0,0,0,0,0,0,0,2525003,11091699.0
84,-1,1,2,712,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,36031,25002,108.236937371,313,0,0,0,0,0,0,0,3625001,40797624.0
85,-1,3,2,490,555,105,0,0,1,1,2,40,1,CTC,FLAT,BI,5,0,0,36014,25006,89.8910487474,11413,0,0,0,0,0,0,0,3625002,13500050.0
86,-1,1,2,712,0,0,0,0,2,1,1,50,1,CTC,FLAT,BI,-99,0,0,25003,25004,40.4378478918,123,0,0,0,0,0,0,0,2525004,2137938.0
87,-1,1,2,555,105,0,0,0,1,1,2,50,1,CTC,FLAT,BI,5,0,0,42005,42046,5.94709508064,31154,0,0,0,0,0,0,0,4242001,91904064.0
88,-1,1,3,555,0,0,0,0,2,2,1,50,1,ABS,FLAT,SD,-99,0,0,42043,42046,7.2713252503,13362,0,0,0,0,0,0,0,4242002,91904064.0
89,-1,1,4,712,0,0,0,0,2,1,1,35,1,CTC,FLAT,BI,-99,0,0,42045,42077,3.89321849705,13927,0,0,0,0,0,0,0,4242003,37252416.0
90,-1,1,3,555,712,0,0,0,2,1,1,40,1,CTC,FLAT,SD,-99,0,0,42056,42044,10.933545291,2544,0,0,0,0,0,0,0,4242004,20212080.0
91,-1,1,3,555,712,0,0,0,2,2,1,40,1,ABS,FLAT,SD,-99,0,0,42006,42057,7.18798624812,2158,0,0,0,0,0,0,0,4242005,56250792.0
92,-1,1,2,555,0,0,0,0,1,1,2,50,1,CTC,FLAT,BI,5,0,0,34005,42043,43.974373075,11877,0,0,0,0,0,0,0,3442001,86197616.0
93,-1,1,3,712,0,0,0,0,2,2,1,50,1,ABS,FLAT,SD,-99,0,0,42058,42076,14.883951261,2177,0,0,0,0,0,0,0,4242006,36888620.0
94,-1,1,2,712,0,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,34006,34005,24.4859537834,2150,0,0,0,0,0,0,0,3434001,97226896.0
95,-1,1,2,555,712,0,0,0,1,1,2,50,1,CTC,FLAT,BI,5,0,0,34013,34004,7.57715552812,2666,0,0,0,0,0,0,0,3434002,179962240.0
96,-1,2,4,555,105,0,0,0,2,1,5,40,1,CTC,HILLY,BI,-99,0,0,36009,36013,16.0222608132,490,0,0,0,0,0,0,0,3636002,58341540.0
97,-1,3,2,154,555,0,0,0,1,4,3,50,1,NON,FLAT,BI,15,0,0,36005,36024,63.5237739533,504,0,0,0,0,0,0,0,3636003,45306788.0
98,-1,2,3,555,0,0,0,0,2,2,5,40,1,ABS,HILLY,SD,-99,0,0,36009,36039,40.7863652983,492,0,0,0,0,0,0,0,3636004,58869524.0
99,-1,3,4,555,712,0,0,0,2,1,1,50,1,CTC,FLAT,BI,-99,0,0,26012,26021,11.0860922236,16817,0,0,0,0,0,0,0,2626014,18685720.0
100,-1,1,2,712,0,0,0,0,1,1,2,45,1,CTC,FLAT,BI,5,0,0,26013,26021,8.16645541962,24112,0,0,0,0,0,0,0,2626015,6688642.5
101,-1,2,3,555,105,0,0,0,2,2,1,55,1,ABS,FLAT,SD,-99,0,0,26011,26019,18.3046289685,24100,0,0,0,0,0,0,0,2626016,41272344.0
102,-1,3,2,712,555,0,0,0,1,1,2,40,1,CTC,FLAT,BI,5,0,0,26021,26022,10.778052449,7115,0,0,0,0,0,0,0,2626017,18548990.0
103,-1,3,2,555,0,0,0,0,1,1,3,40,1,CTC,FLAT,BI,15,0,0,42027,42040,11.6153791089,1982,0,0,0,0,0,0,0,4242007,53876944.0
104,-1,3,4,555,0,0,0,0,2,2,1,50,1,ABS,FLAT,BI,-99,0,0,42061,42040,9.69455859297,1975,0,0,0,0,0,0,0,4242008,53252316.0
105,-1,2,2,555,105,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,42039,42038,49.2108076395,2493,0,0,0,0,0,0,0,4242009,108185448.0
106,-1,3,2,555,0,0,0,0,1,1,3,50,1,CTC,FLAT,BI,15,0,0,42030,42038,62.9573488338,2011,0,0,0,0,0,0,0,4242010,64090084.0
107,-1,1,4,555,105,0,0,0,2,2,1,50,1,ABS,FLAT,BI,-99,0,0,42062,42001,51.5973190462,2033,0,0,0,0,0,0,0,4242011,149328880.0
108,-1,4,2,555,0,0,0,0,1,4,2,25,1,NON,FLAT,BI,5,0,0,10003,10004,6.22375279784,1029,0,0,0,0,0,0,0,1010001,9582456.0
109,-1,3,4,555,0,0,0,0,2,1,1,40,1,CTC,FLAT,BI,-99,0,0,10007,10003,8.24643703533,14288,0,0,0,0,0,0,0,1010002,46825876.0
110,-1,4,2,555,0,0,0,0,1,4,3,25,1,NON,FLAT,BI,15,0,0,10001,10004,13.742354718,1028,0,0,0,0,0,0,0,1010003,3145524.5
111,-1,4,2,555,0,0,0,0,1,4,2,10,1,NON,FLAT,BI,5,0,0,24005,24006,5.68618751658,2491,0,0,0,0,0,0,0,2424002,112384.4
112,-1,1,4,999,555,0,0,0,2,1,1,40,1,CTC,FLAT,BI,-99,0,0,24019,24002,32.6207992224,2665,0,0,0,0,0,0,0,2424003,88501496.0
113,-1,3,2,555,0,0,0,0,1,4,4,25,1,NON,FLAT,BI,25,0,0,10004,10005,49.7570201265,2194,0,0,0,0,0,0,0,1010004,4260494.5
114,-1,3,4,555,0,0,0,0,2,1,1,50,1,CTC,FLAT,BI,-99,0,0,24002,10003,20.6116585089,1031,0,0,0,0,0,0,0,2410001,56397684.0
115,-1,2,4,712,0,0,0,0,2,1,1,15,1,CTC,FLAT,BI,-99,0,0,24016,24010,5.1382168041,13221,0,0,0,0,0,0,0,2424004,779265.6
116,-1,0,3,999,0,0,0,0,2,1,1,60,1,CTC,FLAT,SD,-99,0,0,11004,24008,8.31052988404,13198,0,0,0,0,0,0,0,1124001,0.0
117,-1,1,3,712,555,0,0,0,2,2,1,25,1,ABS,FLAT,SD,-99,0,0,11003,11004,3.5784166013,13203,0,0,0,0,0,0,0,1111001,64378196.0
118,-1,1,3,712,0,0,0,0,2,1,1,40,1,CTC,FLAT,SD,-99,0,0,11001,24009,4.42413137237,13209,0,0,0,0,0,0,0,1124002,58250408.0
119,-1,1,3,712,0,0,0,0,2,2,1,50,1,ABS,FLAT,SD,-99,0,0,24009,24018,25.3540038046,1000,0,0,0,0,0,0,0,2424005,27787996.0
120,-1,1,3,712,0,0,0,0,2,2,5,50,1,ABS,HILLY,SD,-99,0,0,24001,11001,40.4051840407,2218,0,0,0,0,0,0,0,2411001,58162112.0
121,-1,1,2,712,0,0,0,0,1,1,3,50,1,CTC,FLAT,BI,-99,0,0,1735,922,62.5253399322,993,0,0,0,0,0,0,0,2201,0.0
122,-1,1,2,712,0,0,0,0,1,1,6,32,1,CTC,HILLY,BI,5,0,0,24018,24001,58.3596368528,1219,0,0,0,0,0,0,0,2424006,64005300.0
123,-1,1,3,712,0,0,0,0,2,1,5,55,1,CTC,HILLY,SD,-99,0,0,51004,51058,35.1529149527,13250,0,0,0,0,0,0,0,5151001,59792792.0
124,-1,1,3,712,0,0,0,0,2,1,5,55,1,CTC,HILLY,SD,-99,0,0,51058,51057,47.34223306,13691,0,0,0,0,0,0,0,5151002,60788776.0
125,-1,4,2,712,0,0,0,0,1,4,2,10,1,NON,FLAT,BI,5,0,0,24006,24021,7.28155667655,13223,0,0,0,0,0,0,0,2424007,35438.8
126,-1,3,4,555,0,0,0,0,2,1,5,50,1,CTC,HILLY,BI,-99,0,0,51049,51057,24.5289678826,2219,0,0,0,0,0,0,0,5151003,2060709.2
127,-1,1,4,999,555,0,0,0,2,1,1,25,1,CTC,FLAT,BI,-99,0,0,24019,24005,2.22767741802,2211,0,0,0,0,0,0,0,2424008,112384.4
128,-1,3,2,555,0,0,0,0,1,1,7,40,1,CTC,HILLY,BI,15,0,0,42029,42035,15.5627325135,1894,0,0,0,0,0,0,0,4242012,62974724.0
129,-1,3,2,80,154,555,0,0,1,1,7,35,1,CTC,HILLY,BI,15,0,0,42009,42035,16.9593928449,1893,0,0,0,0,0,0,0,4242013,54955420.0
130,-1,3,4,555,0,0,0,0,1,1,3,40,1,CTC,FLAT,BI,15,0,0,42012,42034,1.06348852111,14510,0,0,0,0,0,0,0,4242014,506079.9
131,-1,4,3,712,0,0,0,0,2,1,1,25,1,CTC,FLAT,SD,-99,0,0,24003,42028,9.40033570075,1957,0,0,0,0,0,0,0,2442001,10744432.0
132,-1,3,2,712,856,0,0,0,1,4,8,40,1,NON,HILLY,BI,25,0,0,24003,54001,19.8679315204,13215,0,0,0,0,0,0,0,2454001,39814724.0
133,-1,2,2,555,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,51055,51074,8.68365896345,15170,0,0,0,0,0,0,0,5151004,699722.2
134,-1,2,2,555,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,51054,51056,10.339230333,15173,0,0,0,0,0,0,0,5151005,825491.9
135,-1,2,2,555,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,51052,51056,10.9814492811,15172,0,0,0,0,0,0,0,5151006,825491.9
136,-1,4,2,108,0,0,0,0,1,1,8,50,1,CTC,HILLY,BI,25,0,0,51047,51052,21.7457353779,2226,0,0,0,0,0,0,0,5151007,8677955.0
137,-1,2,2,555,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,51013,51052,7.86249674048,2285,0,0,0,0,0,0,0,5151008,3045567.2
138,-1,2,2,555,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,51053,51054,6.15111115727,2225,0,0,0,0,0,0,0,5151009,825491.9
139,-1,5,2,712,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,51047,51053,8.84336091532,977,0,0,0,0,0,0,0,5151010,66451.1
140,-1,4,2,108,0,0,0,0,1,1,7,40,1,CTC,HILLY,BI,15,0,0,51003,51052,25.5793595226,2227,0,0,0,0,0,0,0,5151011,6371242.0
141,-1,3,2,555,0,0,0,0,1,1,6,30,1,CTC,HILLY,BI,5,0,0,51048,51051,53.5603470578,1936,0,0,0,0,0,0,0,5151012,38855536.0
142,-1,2,2,555,0,0,0,0,1,1,6,30,1,CTC,HILLY,BI,5,0,0,51003,51051,30.4734723157,1929,0,0,0,0,0,0,0,5151013,40218452.0
143,-1,3,2,555,0,0,0,0,1,1,3,45,1,CTC,FLAT,BI,15,0,0,42029,42030,40.8846398581,1895,0,0,0,0,0,0,0,4242015,63193440.0
144,-1,4,2,712,0,0,0,0,1,1,2,25,1,CTC,FLAT,BI,5,0,0,42025,42028,12.1602408032,15233,0,0,0,0,0,0,0,4242016,10744431.0
145,-1,2,2,555,0,0,0,0,1,1,6,50,1,CTC,HILLY,BI,5,0,0,51049,51050,12.5303384952,15169,0,0,0,0,0,0,0,5151014,2050714.5
146,-1,2,2,555,712,0,0,0,1,4,3,45,1,NON,FLAT,BI,15,0,0,42025,24003,19.4641274146,11905,0,0,0,0,0,0,0,4224001,80798824.0
147,-1,2,2,555,0,0,0,0,1,1,7,35,1,CTC,HILLY,BI,15,0,0,51049,51048,50.6495866693,2220,0,0,0,0,0,0,0,5151015,16741.4
148,-1,2,2,555,712,0,0,0,1,4,3,45,1,NON,FLAT,BI,15,0,0,42025,42024,13.1747035452,1967,0,0,0,0,0,0,0,4242017,77142344.0
149,-1,4,2,108,0,0,0,0,1,2,8,40,1,ABS,HILLY,BI,25,0,0,51004,51047,48.781827273,2224,0,0,0,0,0,0,0,5151016,8736422.0
150,-1,4,2,555,712,0,0,0,1,4,2,25,1,NON,FLAT,BI,5,0,0,51040,51041,4.50323704899,2254,0,0,0,0,0,0,0,5151017,7539874.5
151,-1,1,2,555,0,0,0,0,1,1,2,60,1,CTC,FLAT,BI,5,0,0,51042,51044,3.82686352879,2251,0,0,0,0,0,0,0,5151018,103985032.0
152,-1,1,2,555,0,0,0,0,1,1,2,60,1,CTC,FLAT,BI,5,0,0,51029,51042,4.96087682604,2249,0,0,0,0,0,0,0,5151019,85231000.0
153,-1,1,3,555,0,0,0,0,2,2,1,60,1,ABS,FLAT,SD,-99,0,0,51077,51044,55.2460649743,1195,0,0,0,0,0,0,0,5151020,99054680.0
154,-1,1,4,712,0,0,0,0,2,1,1,60,1,CTC,FLAT,BI,-99,0,0,51042,51066,15.4218931647,986,0,0,0,0,0,0,0,5151021,61090748.0
155,-1,1,4,712,0,0,0,0,2,1,1,60,1,CTC,FLAT,BI,-99,0,0,37039,51043,7.93485173276,15184,0,0,0,0,0,0,0,3751001,44121232.0
156,-1,1,2,712,0,0,0,0,1,1,2,60,1,CTC,FLAT,BI,5,0,0,51042,51043,41.1261038286,15183,0,0,0,0,0,0,0,5151022,43549628.0
157,-1,4,2,712,0,0,0,0,1,4,4,49,1,NON,FLAT,BI,25,0,0,51078,51041,14.2457090343,15056,0,0,0,0,0,0,0,5151023,29721238.0
