,ID,A_NODE,B_NODE,LENGTH,TTIME,CAPACITY,P1,P2,GAMMA,TADJ,ML_CLASS,LINK_TYPE,NO_RRS,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8
0,13001,13008,45004,81.83464,100.205681633,8.3,0.052654,15.758774,25.0,0,3,2,1,555,0,0,0,0,0,0,0
1,45001,45004,45009,74.70305,81.4942363636,31.0,0.010519,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
2,37001,37004,45057,106.03303,115.672396364,25.9,0.016849,15.758774,25.0,0,3,2,1,712,0,0,0,0,0,0,0
3,29001,29043,29044,48.89612,58.675344,51.6,0.006312,21.631586,25.0,0,1,2,2,802,777,0,0,0,0,0,0
4,29002,29028,29029,148.06777,197.423693333,25.8,0.012623,21.631586,25.0,0,1,2,1,802,0,0,0,0,0,0,0
5,20001,20046,20039,140.30666,153.061810909,72.0,0.006066,15.758774,25.0,0,1,2,1,802,0,0,0,0,0,0,0
6,22001,22021,22034,56.86853,85.302795,25.8,0.012623,21.631586,25.0,0,3,2,1,103,0,0,0,0,0,0,0
7,36001,36026,36004,67.50217,81.002604,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
8,25001,25005,33001,60.05686,90.08529,86.0,0.003787,21.631586,25.0,0,2,2,1,490,0,0,0,0,0,0,0
9,33001,33001,23003,71.05533,106.582995,51.6,0.006312,21.631586,25.0,0,3,2,1,490,0,0,0,0,0,0,0
10,54001,54021,42066,66.4191,159.40584,16.5,0.019724,21.631586,25.0,0,2,2,2,555,712,0,0,0,0,0,0
11,54002,54002,54021,26.42264,63.414336,16.5,0.019724,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
12,45002,45014,45057,42.8529,57.1372,13.8,0.031592,15.758774,25.0,0,3,2,2,712,555,0,0,0,0,0,0
13,22002,22003,5018,93.6165,102.127090909,51.6,0.006312,21.631586,25.0,0,1,2,1,802,0,0,0,0,0,0,0
14,12001,12011,12012,94.71583,162.369994286,9.9,0.032873,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
15,26001,26066,26036,28.86114,31.48488,51.6,0.006312,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
16,26002,26026,26037,17.99896,19.6352290909,129.0,0.002525,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
17,26003,26032,26035,2.52834,2.75818909091,258.0,0.001262,10.815793,10.0,0,0,2,1,103,0,0,0,0,0,0,0
18,26004,26028,26032,62.60445,75.12534,51.6,0.006312,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
19,17001,17108,17203,19.65445,29.481675,86.0,0.003787,21.631586,25.0,0,0,2,2,103,802,0,0,0,0,0,0
20,18001,18055,18068,63.61724,69.4006254545,129.0,0.002525,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
21,26005,26064,26026,10.81331,32.43993,43.0,0.007574,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
22,18002,18054,26025,35.92311,39.1888472727,258.0,0.001262,10.815793,10.0,0,0,2,1,103,0,0,0,0,0,0,0
23,26006,26025,26026,10.56873,11.5295236364,25.8,0.012623,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
24,26007,26065,26027,25.53417,27.8554581818,129.0,0.002525,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
25,26008,26033,26035,7.91817,8.63800363636,86.0,0.003787,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
26,26009,26033,26034,9.67713,23.225112,258.0,0.001262,10.815793,10.0,0,0,2,1,103,0,0,0,0,0,0,0
27,26010,26028,26030,51.12042,76.68063,27.5,0.011834,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
28,26011,26030,26034,58.26608,63.5629963636,51.6,0.006312,21.631586,25.0,0,0,2,1,103,0,0,0,0,0,0,0
29,39001,39043,39084,1.60554,3.853296,27.5,0.011834,21.631586,25.0,0,1,2,4,555,712,103,856,0,0,0,0
30,17002,17097,17110,22.65096,24.7101381818,216.0,0.002022,7.879387,10.0,0,1,4,2,712,802,0,0,0,0,0,0
31,17003,17110,17139,10.28583,11.2209054545,216.0,0.002022,7.879387,10.0,0,1,4,2,712,802,0,0,0,0,0,0
32,17004,17080,17109,26.73938,32.087256,258.0,0.001262,10.815793,10.0,0,1,4,2,103,555,0,0,0,0,0,0
33,18003,18053,18075,62.93834,99.3763263158,25.8,0.012623,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
34,18004,18011,18082,24.85255,39.2408684211,25.8,0.012623,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
35,1001,1047,1026,30.87153,37.8018734694,16.5,0.019724,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
36,17005,17064,17096,20.81242,24.974904,86.0,0.003787,21.631586,25.0,0,1,2,2,103,555,0,0,0,0,0,0
37,18005,18052,39079,85.91377,122.733957143,13.0,0.033698,15.758774,25.0,0,3,2,1,712,0,0,0,0,0,0,0
38,26012,26012,26023,45.26528,54.318336,51.6,0.006312,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
39,39002,39121,39072,3.33132,5.71083428571,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
40,39003,39069,39006,49.23835,59.08602,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
41,39004,39024,39075,18.669,28.0035,258.0,0.001262,10.815793,10.0,0,1,4,2,712,555,0,0,0,0,0,0
42,48001,48111,48115,28.82223,31.4424327273,51.6,0.006312,21.631586,25.0,0,1,2,1,802,0,0,0,0,0,0,0
43,48002,48100,48115,48.65986,53.0834836364,51.6,0.006312,21.631586,25.0,0,0,1,1,802,0,0,0,0,0,0,0
44,48003,48054,48088,23.63215,28.35858,51.6,0.006312,21.631586,25.0,0,0,2,2,777,802,0,0,0,0,0,0
45,48004,48111,48112,14.12297,15.4068763636,51.6,0.006312,21.631586,25.0,0,0,2,1,802,0,0,0,0,0,0,0
46,48005,48104,48114,4.12864,4.50397090909,43.2,0.01011,15.758774,25.0,0,0,1,2,802,777,0,0,0,0,0,0
47,48006,48113,48114,3.34717,3.65145818182,51.6,0.006312,21.631586,25.0,0,0,1,1,802,0,0,0,0,0,0,0
48,48007,48104,48113,7.03153,12.0540514286,43.2,0.01011,15.758774,25.0,0,0,1,1,802,0,0,0,0,0,0,0
49,48008,48112,48113,4.7893,5.22469090909,258.0,0.001262,10.815793,10.0,0,0,2,1,802,0,0,0,0,0,0,0
50,48009,48107,48106,90.95457,99.2231672727,43.2,0.01011,15.758774,25.0,0,0,2,2,802,777,0,0,0,0,0,0
51,48010,48105,48106,20.16803,22.0014872727,36.0,0.012131,15.758774,25.0,0,0,2,2,802,777,0,0,0,0,0,0
52,48011,48104,48101,89.8276,134.7414,15.5,0.021038,21.631586,25.0,0,0,1,2,802,777,0,0,0,0,0,0
53,48012,48125,48104,48.67997,53.1054218182,25.8,0.012623,21.631586,25.0,0,1,1,1,802,0,0,0,0,0,0,0
54,48013,48110,48029,64.99395,70.9024909091,43.2,0.01011,15.758774,25.0,0,0,1,1,802,0,0,0,0,0,0,0
55,48014,48058,48110,51.76194,77.64291,8.3,0.052654,15.758774,25.0,0,0,1,2,802,777,0,0,0,0,0,0
56,48015,48109,48110,2.86119,3.12129818182,216.0,0.002022,7.879387,10.0,0,0,4,2,802,777,0,0,0,0,0,0
57,48016,48107,48109,47.64773,51.9793418182,21.6,0.020219,15.758774,25.0,0,0,1,1,802,0,0,0,0,0,0,0
58,48017,48091,48116,95.52788,143.29182,13.0,0.033698,15.758774,25.0,0,0,1,1,802,0,0,0,0,0,0,0
59,39005,39009,39039,34.46909,37.6026436364,129.0,0.002525,21.631586,25.0,0,1,3,1,555,0,0,0,0,0,0,0
60,39006,39070,39119,42.58861,46.4603018182,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
61,17006,17058,17090,44.82472,53.789664,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
62,17007,17067,17092,6.29104,15.098496,16.5,0.019724,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
63,39007,39010,39108,13.66357,16.396284,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
64,17008,17175,17097,27.79865,30.3258,216.0,0.002022,7.879387,10.0,0,1,4,2,712,802,0,0,0,0,0,0
65,39008,39049,39050,17.9113,19.5396,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
66,1002,1051,1024,108.26132,132.564881633,16.5,0.019724,21.631586,25.0,0,3,2,3,555,127,777,0,0,0,0,0
67,17009,17080,17096,5.11885,6.14262,258.0,0.001262,10.815793,10.0,0,1,4,2,103,555,0,0,0,0,0,0
68,47001,47024,47031,13.89749,16.676988,51.6,0.006312,21.631586,25.0,0,2,2,2,555,712,0,0,0,0,0,0
69,13002,13080,13012,4.78761,11.490264,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
70,22003,22019,22025,8.16991,14.00556,258.0,0.001262,10.815793,10.0,0,1,4,3,555,712,777,0,0,0,0,0
71,22004,22005,22004,194.8919,233.87028,25.8,0.012623,21.631586,25.0,0,1,2,2,777,802,0,0,0,0,0,0
72,22005,22004,22015,12.69212,15.230544,25.8,0.012623,21.631586,25.0,0,1,2,2,802,777,0,0,0,0,0,0
73,29003,29030,29039,27.02533,32.430396,43.2,0.01011,15.758774,25.0,0,1,2,1,802,0,0,0,0,0,0,0
74,42001,42053,10002,24.06868,28.882416,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
75,51001,51020,54010,44.52491,106.859784,43.2,0.01011,15.758774,25.0,0,4,2,1,555,0,0,0,0,0,0,0
76,24001,24019,24007,3.42703,8.224872,86.0,0.003787,21.631586,25.0,0,1,2,2,712,555,0,0,0,0,0,0
77,12002,12004,12034,35.15291,43.0443795918,9.9,0.032873,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
78,22006,22009,22011,4.40327,8.80654,51.6,0.006312,21.631586,25.0,0,1,2,2,802,400,0,0,0,0,0,0
79,13003,13031,13032,33.98614,45.3148533333,9.9,0.032873,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
80,25002,25004,25005,28.23922,56.47844,9.9,0.032873,21.631586,25.0,0,3,2,2,490,712,0,0,0,0,0,0
81,25003,25005,25007,28.67677,43.015155,216.0,0.002022,7.879387,10.0,0,2,3,3,490,555,105,0,0,0,0,0
82,25004,25006,25007,32.1718,48.2577,36.0,0.012131,15.758774,25.0,0,2,2,3,490,555,105,0,0,0,0,0
83,36002,36031,25002,108.23694,129.884328,72.0,0.006066,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
84,36003,36014,25006,89.89105,134.836575,86.0,0.003787,21.631586,25.0,0,3,2,3,490,555,105,0,0,0,0,0
85,25005,25003,25004,40.43785,48.52542,258.0,0.001262,10.815793,10.0,0,1,2,1,712,0,0,0,0,0,0,0
86,42002,42005,42046,5.9471,7.13652,86.0,0.003787,21.631586,25.0,0,1,2,2,555,105,0,0,0,0,0,0
87,42003,42043,42046,7.27133,8.725596,129.0,0.002525,21.631586,25.0,0,1,3,1,555,0,0,0,0,0,0,0
88,42004,42045,42077,3.89322,6.67409142857,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
89,42005,42056,42044,10.93355,16.400325,258.0,0.001262,10.815793,10.0,0,1,3,2,555,712,0,0,0,0,0,0
90,42006,42006,42057,7.18799,10.781985,129.0,0.002525,21.631586,25.0,0,1,3,2,555,712,0,0,0,0,0,0
91,34001,34005,42043,43.97437,52.769244,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
92,42007,42058,42076,14.88395,17.86074,129.0,0.002525,21.631586,25.0,0,1,3,1,712,0,0,0,0,0,0,0
93,34002,34006,34005,24.48595,29.38314,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
94,34003,34013,34004,7.57716,9.092592,86.0,0.003787,21.631586,25.0,0,1,2,2,555,712,0,0,0,0,0,0
95,36004,36009,36013,16.02226,24.03339,216.0,0.002022,7.879387,10.0,0,2,4,2,555,105,0,0,0,0,0,0
96,36005,36005,36024,63.52377,76.228524,16.5,0.019724,21.631586,25.0,0,3,2,1,154,0,0,0,0,0,0,0
97,36006,36009,36039,40.78637,61.179555,108.0,0.004044,15.758774,25.0,0,2,3,1,555,0,0,0,0,0,0,0
98,26013,26012,26021,11.08609,13.303308,258.0,0.001262,10.815793,10.0,0,3,4,2,555,712,0,0,0,0,0,0
99,26014,26013,26021,8.16646,10.8886133333,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
100,26015,26011,26019,18.30463,19.9686872727,129.0,0.002525,21.631586,25.0,0,2,3,2,555,105,0,0,0,0,0,0
101,26016,26021,26022,10.77805,16.167075,86.0,0.003787,21.631586,25.0,0,3,2,2,712,555,0,0,0,0,0,0
102,42008,42027,42040,11.61538,17.42307,51.6,0.006312,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
103,42009,42061,42040,9.69456,11.633472,129.0,0.002525,21.631586,25.0,0,3,4,1,555,0,0,0,0,0,0,0
104,42010,42039,42038,49.21081,59.052972,51.6,0.006312,21.631586,25.0,0,2,2,2,555,105,0,0,0,0,0,0
105,42011,42030,42038,62.95735,75.54882,51.6,0.006312,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
106,42012,42062,42001,51.59732,61.916784,129.0,0.002525,21.631586,25.0,0,1,4,2,555,105,0,0,0,0,0,0
107,10001,10003,10004,6.22375,14.937,27.5,0.011834,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
108,10002,10007,10003,8.24644,12.36966,258.0,0.001262,10.815793,10.0,0,3,4,1,555,0,0,0,0,0,0,0
109,10003,10001,10004,13.74235,32.98164,16.5,0.019724,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
110,24002,24005,24006,5.68619,34.11714,27.5,0.011834,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
111,24003,24019,24002,32.6208,48.9312,258.0,0.001262,10.815793,10.0,0,1,4,2,999,555,0,0,0,0,0,0
112,10004,10004,10005,49.75702,119.416848,9.9,0.032873,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
113,24004,24002,10003,20.61166,24.733992,258.0,0.001262,10.815793,10.0,0,3,4,1,555,0,0,0,0,0,0,0
114,24005,24016,24010,5.13822,20.55288,258.0,0.001262,10.815793,10.0,0,2,2,1,712,0,0,0,0,0,0,0
115,11001,11004,24008,8.31053,8.31053,258.0,0.001262,10.815793,10.0,0,0,4,1,999,0,0,0,0,0,0,0
116,11002,11003,11004,3.57842,8.588208,129.0,0.002525,21.631586,25.0,0,1,4,2,712,555,0,0,0,0,0,0
117,11003,11001,24009,4.42413,6.636195,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
118,24006,24009,24018,25.354,30.4248,129.0,0.002525,21.631586,25.0,0,1,4,1,712,0,0,0,0,0,0,0
119,24007,24001,11001,40.40518,48.486216,108.0,0.004044,15.758774,25.0,0,1,4,1,712,0,0,0,0,0,0,0
120,10005,10002,24004,62.52534,75.030408,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
121,24008,24018,24001,58.35964,109.424325,72.0,0.006066,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
122,51002,51004,51058,35.15291,38.3486290909,216.0,0.002022,7.879387,10.0,0,1,4,1,712,0,0,0,0,0,0,0
123,51003,51058,51057,47.34223,51.6460690909,216.0,0.002022,7.879387,10.0,0,1,4,1,712,0,0,0,0,0,0,0
124,24009,24006,24021,7.28156,43.68936,27.5,0.011834,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
125,51004,51049,51057,24.52897,29.434764,216.0,0.002022,7.879387,10.0,0,3,4,1,555,0,0,0,0,0,0,0
126,24010,24019,24005,2.22768,5.346432,258.0,0.001262,10.815793,10.0,0,1,4,2,999,555,0,0,0,0,0,0
127,42013,42029,42035,15.56273,23.344095,43.2,0.01011,15.758774,25.0,0,3,2,1,555,0,0,0,0,0,0,0
128,42014,42009,42035,16.95939,29.07324,43.2,0.01011,15.758774,25.0,0,3,2,2,80,154,0,0,0,0,0,0
129,42015,42012,42034,1.06349,1.595235,51.6,0.006312,21.631586,25.0,0,3,4,1,555,0,0,0,0,0,0,0
130,24011,24003,42028,9.40034,22.560816,258.0,0.001262,10.815793,10.0,0,4,3,1,712,0,0,0,0,0,0,0
131,24012,24003,54001,19.86793,29.801895,8.3,0.052654,15.758774,25.0,0,3,2,2,712,856,0,0,0,0,0,0
132,51005,51055,51074,8.68366,10.420392,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
133,51006,51054,51056,10.33923,12.407076,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
134,51007,51052,51056,10.98145,13.17774,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
135,51008,51047,51052,21.74574,26.094888,25.9,0.016849,15.758774,25.0,0,4,2,1,108,0,0,0,0,0,0,0
136,51009,51013,51052,7.8625,9.435,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
137,51010,51053,51054,6.15111,7.381332,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
138,51011,51047,51053,8.84336,10.612032,72.0,0.006066,15.758774,25.0,0,5,2,1,712,0,0,0,0,0,0,0
139,51012,51003,51052,25.57936,38.36904,43.2,0.01011,15.758774,25.0,0,4,2,1,108,0,0,0,0,0,0,0
140,51013,51048,51051,53.56035,107.1207,72.0,0.006066,15.758774,25.0,0,3,2,1,555,0,0,0,0,0,0,0
141,51014,51003,51051,30.47347,60.94694,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
142,42016,42029,42030,40.88464,54.5128533333,51.6,0.006312,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
143,42017,42025,42028,12.16024,29.184576,86.0,0.003787,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
144,51015,51049,51050,12.53034,15.036408,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
145,42018,42025,24003,19.46413,25.9521733333,16.5,0.019724,21.631586,25.0,0,2,2,2,555,712,0,0,0,0,0,0
146,51016,51049,51048,50.64959,86.8278685714,43.2,0.01011,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
147,42019,42025,42024,13.1747,17.5662666667,16.5,0.019724,21.631586,25.0,0,2,2,2,555,712,0,0,0,0,0,0
148,51017,51004,51047,48.78183,73.172745,13.0,0.033698,15.758774,25.0,0,4,2,1,108,0,0,0,0,0,0,0
149,51018,51040,51041,4.50324,10.807776,27.5,0.011834,21.631586,25.0,0,4,2,2,555,712,0,0,0,0,0,0
150,51019,51042,51044,3.82686,3.82686,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
151,51020,51029,51042,4.96088,4.96088,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
152,51021,51077,51044,55.24606,55.24606,129.0,0.002525,21.631586,25.0,0,1,4,1,555,0,0,0,0,0,0,0
153,51022,51042,51066,15.42189,15.42189,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
154,37002,37039,51043,7.93485,7.93485,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
155,51023,51042,51043,41.1261,41.1261,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
156,51024,51078,51041,14.24571,17.4437265306,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
157,37003,37049,37051,35.84382,71.68764,9.9,0.032873,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
158,37004,37049,37050,30.73058,52.6809942857,9.9,0.032873,21.631586,25.0,0,5,2,1,712,0,0,0,0,0,0,0
159,37005,37050,37034,17.14006,20.9878285714,27.5,0.011834,21.631586,25.0,0,3,2,2,555,712,0,0,0,0,0,0
160,37006,37049,37050,30.73058,55.8737818182,9.9,0.032873,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
161,37007,37031,37049,31.4955,75.5892,9.9,0.032873,21.631586,25.0,0,5,2,1,555,0,0,0,0,0,0,0
162,51025,51028,51031,21.24615,21.24615,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
163,37008,37038,37048,9.65201,9.65201,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
164,37009,37033,37035,2.48846,2.48846,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
165,37010,37035,37038,16.10985,16.10985,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
166,37011,37037,37048,28.98502,28.98502,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
167,51026,51038,51014,14.68876,17.626512,72.0,0.006066,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
168,51027,51034,51035,8.02907,9.634884,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
169,51028,51009,51037,3.07769,3.693228,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
170,51029,51033,51036,10.57661,12.691932,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
171,51030,51036,51037,9.04645,10.85574,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
172,51031,51079,51080,1.95219,2.342628,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
173,51032,51009,51034,9.34207,11.210484,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
174,51033,51032,51012,33.24446,56.9905028571,8.3,0.052654,15.758774,25.0,0,4,2,1,555,0,0,0,0,0,0,0
175,51034,51009,51032,31.25727,46.885905,51.6,0.006312,21.631586,25.0,0,1,1,1,555,0,0,0,0,0,0,0
176,37012,37005,37036,7.55984,9.071808,129.0,0.002525,21.631586,25.0,0,2,3,2,555,712,0,0,0,0,0,0
177,37013,37001,37005,16.14415,19.7683469388,13.8,0.031592,15.758774,25.0,0,3,2,1,555,0,0,0,0,0,0,0
178,37014,37007,37046,10.159,12.1908,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
179,37015,37046,37047,10.50775,12.6093,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
180,37016,37035,37036,49.62814,74.44221,8.3,0.052654,15.758774,25.0,0,4,2,1,555,0,0,0,0,0,0,0
181,51035,51032,37045,51.56472,88.3966628571,25.9,0.016849,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
182,51036,51032,51031,26.81053,40.215795,51.6,0.006312,21.631586,25.0,0,1,1,1,555,0,0,0,0,0,0,0
183,37017,37030,37032,19.92522,29.88783,16.5,0.019724,21.631586,25.0,0,5,2,1,555,0,0,0,0,0,0,0
184,37018,37042,37044,5.88593,23.54372,27.5,0.011834,21.631586,25.0,0,5,2,1,712,0,0,0,0,0,0,0
185,37019,37040,37043,9.95279,9.95279,258.0,0.001262,10.815793,10.0,0,1,3,1,712,0,0,0,0,0,0,0
186,37020,37041,37043,21.84217,21.84217,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
187,45003,45008,45013,16.98819,16.98819,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
188,37021,37032,37040,48.36923,48.36923,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
189,45004,45008,37041,21.53883,21.53883,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
190,37022,37041,37042,78.02582,104.034426667,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
191,37023,37037,37039,6.21778,6.21778,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
192,37024,37034,37038,46.25304,69.37956,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
193,37025,37032,37036,28.77497,43.162455,9.9,0.032873,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
194,37026,37034,37035,34.19953,45.5993733333,9.9,0.032873,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
195,37027,37030,37033,20.58893,49.413432,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
196,37028,37032,37033,22.25035,22.25035,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
197,37029,37030,37031,26.15033,62.760792,9.9,0.032873,21.631586,25.0,0,5,2,1,555,0,0,0,0,0,0,0
198,51037,51028,51029,45.82986,45.82986,129.0,0.002525,21.631586,25.0,0,1,4,1,555,0,0,0,0,0,0,0
199,42020,42013,42065,62.95978,107.931051429,216.0,0.002022,7.879387,10.0,0,1,4,1,555,0,0,0,0,0,0,0
200,42021,42019,42020,6.31568,37.89408,27.5,0.011834,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
201,39009,39103,39063,19.25808,33.0138514286,27.5,0.011834,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
202,39010,39027,39028,0.88449,1.76898,258.0,0.001262,10.815793,10.0,0,1,4,2,555,712,0,0,0,0,0,0
203,39011,39038,39064,47.71006,57.252072,108.0,0.004044,15.758774,25.0,0,1,3,1,555,0,0,0,0,0,0,0
204,39012,39030,39060,81.71189,98.054268,129.0,0.002525,21.631586,25.0,0,1,3,1,712,0,0,0,0,0,0,0
205,42022,42019,39038,48.35421,61.7287787234,108.0,0.004044,15.758774,25.0,0,1,3,1,555,0,0,0,0,0,0,0
206,39013,39027,39120,51.20889,76.813335,86.0,0.003787,21.631586,25.0,0,1,2,2,555,712,0,0,0,0,0,0
207,54003,54002,54027,1.60779,2.75621142857,216.0,0.002022,7.879387,10.0,0,1,4,1,712,0,0,0,0,0,0,0
208,54004,54027,54029,19.43359,38.86718,72.0,0.006066,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
209,54005,54024,54028,13.20201,22.6320171429,72.0,0.006066,15.758774,25.0,0,2,2,1,712,0,0,0,0,0,0,0
210,54006,54027,54028,8.92725,15.3038571429,108.0,0.004044,15.758774,25.0,0,2,3,1,712,0,0,0,0,0,0,0
211,51038,51002,51010,31.06409,46.596135,204.0,0.001669,11.600313,13.0,0,1,4,1,712,0,0,0,0,0,0,0
212,54007,54016,54014,54.56681,130.960344,8.3,0.052654,15.758774,25.0,0,3,2,1,712,0,0,0,0,0,0,0
213,54008,54039,54025,10.9784,18.8201142857,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
214,54009,54009,54026,4.58673,7.86296571429,9.9,0.032873,21.631586,25.0,0,3,2,2,555,712,0,0,0,0,0,0
215,54010,54020,54026,8.56494,14.6827542857,9.9,0.032873,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
216,54011,54009,54025,13.07186,22.4089028571,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
217,54012,54009,54019,34.32664,41.191968,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
