,ID,A_NODE,B_NODE,LENGTH,TTIME,CAPACITY,P1,P2,GAMMA,TADJ,ML_CLASS,LINK_TYPE,NO_RRS,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8
499,17026,17091,17202,18.47766,20.1574472727,43.2,0.01011,15.758774,25.0,0,0,2,1,802,0,0,0,0,0,0,0
500,17027,17066,17068,21.98647,26.383764,25.8,0.012623,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
501,17028,17090,17091,28.73629,34.483548,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
502,17029,17036,17088,64.73704,70.6222254545,31.0,0.010519,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
503,17030,17067,17202,14.82158,17.785896,43.0,0.007574,21.631586,25.0,0,2,2,1,103,0,0,0,0,0,0,0
504,17031,17067,17089,7.73,18.552,16.5,0.019724,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
505,17032,17084,17089,41.0399,82.0798,27.5,0.011834,21.631586,25.0,0,2,2,2,777,555,0,0,0,0,0,0
506,19001,19058,19060,20.05055,20.05055,258.0,0.001262,10.815793,10.0,0,1,4,2,777,555,0,0,0,0,0,0
507,19002,19059,17134,49.54731,49.54731,258.0,0.001262,10.815793,10.0,0,1,4,1,777,0,0,0,0,0,0,0
508,17033,17011,17081,47.57156,47.57156,258.0,0.001262,10.815793,10.0,0,1,4,1,777,0,0,0,0,0,0,0
509,17034,17009,17176,79.70083,95.640996,51.6,0.006312,21.631586,25.0,0,2,2,1,777,0,0,0,0,0,0,0
510,29004,29002,17085,70.66143,77.0851963636,86.0,0.003787,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
511,29005,29046,17087,67.76989,81.323868,43.2,0.01011,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
512,17035,17006,17177,22.68817,30.2508933333,16.5,0.019724,21.631586,25.0,0,2,2,1,777,0,0,0,0,0,0,0
513,29006,29031,29046,13.70634,14.9523709091,51.6,0.006312,21.631586,25.0,0,1,2,2,777,555,0,0,0,0,0,0
514,17036,17087,17125,28.06661,33.679932,51.6,0.006312,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
515,17037,17083,17086,36.5389,43.84668,86.0,0.003787,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
516,17038,17201,17056,22.90195,27.48234,43.0,0.007574,21.631586,25.0,0,1,2,1,103,0,0,0,0,0,0,0
517,17039,17084,17124,62.25173,124.50346,27.5,0.011834,21.631586,25.0,0,2,2,2,777,555,0,0,0,0,0,0
518,17040,17082,17194,20.12267,21.9520036364,258.0,0.001262,10.815793,10.0,0,1,4,1,555,0,0,0,0,0,0,0
519,21030,21013,21019,19.27829,33.0484971429,258.0,0.001262,10.815793,10.0,0,2,4,1,907,0,0,0,0,0,0,0
520,17041,17065,21018,3.0918,3.0918,86.0,0.003787,21.631586,25.0,0,1,2,2,103,777,0,0,0,0,0,0
521,21031,21017,47009,43.25259,57.67012,25.8,0.012623,21.631586,25.0,0,3,2,2,258,555,0,0,0,0,0,0
522,21032,21017,21018,42.14454,42.14454,86.0,0.003787,21.631586,25.0,0,2,2,1,103,0,0,0,0,0,0,0
523,17042,17073,21017,42.51237,54.2711106383,86.0,0.003787,21.631586,25.0,0,1,2,2,103,555,0,0,0,0,0,0
524,28001,28015,47010,57.27111,85.906665,25.8,0.012623,21.631586,25.0,0,3,2,2,258,555,0,0,0,0,0,0
525,28002,28002,28004,24.1672,32.2229333333,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
526,47033,47008,47014,2.25219,4.50438,129.0,0.002525,21.631586,25.0,0,1,4,2,712,103,0,0,0,0,0,0
527,5001,5011,47011,3.07278,9.21834,258.0,0.001262,10.815793,10.0,0,1,4,2,802,777,0,0,0,0,0,0
528,47034,47007,47011,11.51258,23.02516,43.0,0.007574,21.631586,25.0,0,4,2,1,103,0,0,0,0,0,0,0
529,47035,47007,47008,7.12506,14.25012,129.0,0.002525,21.631586,25.0,0,1,4,1,103,0,0,0,0,0,0,0
530,47036,47013,47015,2.29148,6.87444,258.0,0.001262,10.815793,10.0,0,1,4,1,777,0,0,0,0,0,0,0
531,47037,47001,47016,2.6079,7.8237,129.0,0.002525,21.631586,25.0,0,1,4,2,103,712,0,0,0,0,0,0
532,47038,47001,47015,3.55203,10.65609,82.6,0.003945,21.631586,25.0,0,1,4,2,103,712,0,0,0,0,0,0
533,47039,47012,47015,8.66464,25.99392,258.0,0.001262,10.815793,10.0,0,1,4,1,777,0,0,0,0,0,0,0
534,47040,47014,47015,2.89048,8.67144,82.6,0.003945,21.631586,25.0,0,1,4,2,103,712,0,0,0,0,0,0
535,47041,47013,47014,3.43787,10.31361,27.5,0.011834,21.631586,25.0,0,3,2,2,712,777,0,0,0,0,0,0
536,47042,47011,47013,1.86553,5.59659,258.0,0.001262,10.815793,10.0,0,1,4,4,555,712,777,802,0,0,0,0
537,47043,47001,47011,3.62855,8.70852,129.0,0.002525,21.631586,25.0,0,3,2,1,103,0,0,0,0,0,0,0
538,28003,28004,47012,91.78904,122.385386667,43.2,0.01011,15.758774,25.0,0,1,2,1,777,0,0,0,0,0,0,0
539,28004,28004,28015,49.95297,119.887128,9.9,0.032873,21.631586,25.0,0,4,2,1,400,0,0,0,0,0,0,0
540,5002,5008,5013,21.89958,26.279496,86.0,0.003787,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
541,5003,5006,5010,55.56575,60.6171818182,258.0,0.001262,10.815793,10.0,0,1,4,2,802,777,0,0,0,0,0,0
542,5004,5017,5004,1.76257,2.115084,258.0,0.001262,10.815793,10.0,0,1,4,2,802,777,0,0,0,0,0,0
543,5005,5012,5004,66.14121,66.14121,51.6,0.006312,21.631586,25.0,0,1,1,2,802,777,0,0,0,0,0,0
544,5006,5002,5007,43.28648,57.7153066667,72.0,0.006066,15.758774,25.0,0,1,2,2,802,777,0,0,0,0,0,0
545,5007,5009,5013,42.56561,51.078732,86.0,0.003787,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
546,5008,5009,47011,21.39485,25.67382,86.0,0.003787,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
547,5009,5011,5012,65.05999,70.9745345455,25.8,0.012623,21.631586,25.0,0,2,1,2,802,777,0,0,0,0,0,0
548,5010,5010,5008,62.0933,67.7381454545,86.0,0.003787,21.631586,25.0,0,1,1,2,802,777,0,0,0,0,0,0
549,5011,5008,29018,60.64894,66.16248,86.0,0.003787,21.631586,25.0,0,1,1,2,802,777,0,0,0,0,0,0
550,47044,47009,47010,21.98508,32.97762,43.0,0.007574,21.631586,25.0,0,3,2,3,258,712,555,0,0,0,0,0
551,17043,17081,17205,45.46297,45.46297,258.0,0.001262,10.815793,10.0,0,0,4,1,777,0,0,0,0,0,0,0
552,17044,17079,17080,29.06541,43.598115,9.9,0.032873,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
553,17045,17076,18010,68.40938,82.091256,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
554,17046,17064,17075,46.40105,55.68126,86.0,0.003787,21.631586,25.0,0,1,2,1,103,0,0,0,0,0,0,0
555,17047,17073,17074,74.82222,89.786664,51.6,0.006312,21.631586,25.0,0,1,2,2,103,555,0,0,0,0,0,0
556,17048,17070,17108,3.58155,4.29786,258.0,0.001262,10.815793,10.0,0,1,4,1,777,0,0,0,0,0,0,0
557,18031,18009,17068,74.50742,89.408904,25.8,0.012623,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
558,18032,18008,17092,78.7156,188.91744,16.5,0.019724,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
559,21033,21015,21016,22.0013,26.40156,108.0,0.004044,15.758774,25.0,0,1,3,1,712,0,0,0,0,0,0,0
560,21034,21011,21012,70.49302,84.591624,68.0,0.005007,23.200626,32.5,0,1,2,1,712,0,0,0,0,0,0,0
561,17049,17127,17174,28.94372,38.5916266667,13.0,0.033698,15.758774,25.0,0,2,2,2,103,555,0,0,0,0,0,0
562,21035,21009,21010,36.62751,43.953012,72.0,0.006066,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
563,21036,21007,21008,32.72963,39.275556,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
564,1012,1009,28002,81.51468,108.68624,72.0,0.006066,15.758774,25.0,0,2,2,1,777,0,0,0,0,0,0,0
565,28005,28015,1037,57.40677,68.888124,51.6,0.006312,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
566,17050,17062,17063,37.48797,40.8959672727,51.6,0.006312,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
567,29007,29040,29041,2.89557,2.89557,258.0,0.001262,10.815793,10.0,0,1,4,1,777,0,0,0,0,0,0,0
568,29008,29042,29032,8.27858,9.934296,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
569,29009,29040,29042,29.19762,31.8519490909,258.0,0.001262,10.815793,10.0,0,1,4,2,555,777,0,0,0,0,0,0
570,29010,29034,29041,44.08621,44.08621,258.0,0.001262,10.815793,10.0,0,1,4,1,777,0,0,0,0,0,0,0
571,29011,29033,29040,64.61422,77.537064,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
572,20002,20038,20039,59.52291,71.427492,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
573,20003,20039,29005,41.24272,41.24272,258.0,0.001262,10.815793,10.0,0,1,4,2,777,802,0,0,0,0,0,0
574,29012,29055,20039,46.51925,50.7482727273,43.2,0.01011,15.758774,25.0,0,1,2,1,802,0,0,0,0,0,0,0
575,29013,29023,29032,15.69958,20.9327733333,258.0,0.001262,10.815793,10.0,0,1,4,2,555,777,0,0,0,0,0,0
576,20004,20040,29036,42.8309,51.39708,72.0,0.006066,15.758774,25.0,0,1,2,1,400,0,0,0,0,0,0,0
577,40001,40019,40021,12.06854,13.16568,51.6,0.006312,21.631586,25.0,0,2,2,1,777,0,0,0,0,0,0,0
578,40002,40021,40022,49.40379,53.8950436364,21.6,0.020219,15.758774,25.0,0,2,2,1,802,0,0,0,0,0,0,0
579,40003,40018,40020,26.29717,28.6878218182,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
580,40004,40019,29036,38.83849,42.3692618182,51.6,0.006312,21.631586,25.0,0,2,2,1,777,0,0,0,0,0,0,0
581,40005,40020,40021,37.51411,40.9244836364,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
582,40006,40020,40022,28.78502,34.542024,43.2,0.01011,15.758774,25.0,0,1,2,1,802,0,0,0,0,0,0,0
583,40007,40023,5005,95.06658,142.59987,43.2,0.01011,15.758774,25.0,0,1,2,1,400,0,0,0,0,0,0,0
584,40008,40016,29036,117.66903,141.202836,72.0,0.006066,15.758774,25.0,0,1,2,1,400,0,0,0,0,0,0,0
585,40009,40016,40022,54.841,59.8265454545,43.2,0.01011,15.758774,25.0,0,1,2,1,802,0,0,0,0,0,0,0
586,29014,29035,29037,79.88989,95.867868,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
587,29015,29036,29037,67.82,73.9854545455,51.6,0.006312,21.631586,25.0,0,2,2,1,777,0,0,0,0,0,0,0
588,29016,29035,20038,15.8918,19.07016,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
589,20005,20039,20045,94.1044,102.659345455,13.0,0.033698,15.758774,25.0,0,2,2,1,802,0,0,0,0,0,0,0
590,40010,40019,20038,83.81702,100.580424,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
591,29017,29035,29054,108.52576,130.230912,43.2,0.01011,15.758774,25.0,0,1,2,1,400,0,0,0,0,0,0,0
592,29018,29033,29046,70.23252,84.279024,43.2,0.01011,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
593,29019,29034,19059,104.32872,89.4246171429,216.0,0.002022,7.879387,10.0,0,1,4,1,777,0,0,0,0,0,0,0
594,18033,18070,26015,136.02495,181.3666,51.6,0.006312,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
595,18034,18070,26024,97.75786,117.309432,51.6,0.006312,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
596,5012,5008,29027,194.96935,259.959133333,72.0,0.006066,15.758774,25.0,0,1,2,1,777,0,0,0,0,0,0,0
597,5013,5003,5007,21.05226,22.9661018182,216.0,0.002022,7.879387,10.0,0,1,4,2,802,777,0,0,0,0,0,0
598,5014,5023,5006,154.89583,168.977269091,21.6,0.020219,15.758774,25.0,0,1,2,1,802,0,0,0,0,0,0,0
599,29020,29031,29034,88.16339,96.1782436364,51.6,0.006312,21.631586,25.0,0,1,2,1,777,0,0,0,0,0,0,0
600,29021,29029,29030,121.39674,145.676088,43.2,0.01011,15.758774,25.0,0,1,2,1,802,0,0,0,0,0,0,0
601,39067,39095,39019,66.11742,158.681808,9.9,0.032873,21.631586,25.0,0,3,2,1,320,0,0,0,0,0,0,0
602,39068,39114,39018,42.18791,63.281865,9.9,0.032873,21.631586,25.0,0,3,2,3,320,555,856,0,0,0,0,0
603,26022,26013,26014,64.17586,85.5678133333,51.6,0.006312,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
604,26023,26023,26065,45.26481,54.317772,51.6,0.006312,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
605,39069,39014,39015,38.99162,46.789944,129.0,0.002525,21.631586,25.0,0,1,3,1,712,0,0,0,0,0,0,0
606,39070,39013,39111,24.70716,26.9532654545,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
607,39071,39011,39012,28.31564,37.7541866667,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
608,39072,39010,39011,26.10439,28.4775163636,129.0,0.002525,21.631586,25.0,0,1,3,2,712,105,0,0,0,0,0,0
609,47045,47002,47004,3.98336,7.96672,258.0,0.001262,10.815793,10.0,0,2,4,1,555,0,0,0,0,0,0,0
610,47046,47002,47003,6.52663,13.05326,129.0,0.002525,21.631586,25.0,0,1,3,1,555,0,0,0,0,0,0,0
611,18035,18007,26011,76.65888,83.6278690909,51.6,0.006312,21.631586,25.0,0,2,2,2,555,105,0,0,0,0,0,0
612,13016,13036,13049,5.98374,14.360976,27.5,0.011834,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
613,13017,13046,13047,9.50686,10.37112,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
614,13018,13036,13046,5.04023,12.096552,258.0,0.001262,10.815793,10.0,0,2,4,1,555,0,0,0,0,0,0,0
615,45033,45011,13047,38.19746,38.19746,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
616,45034,45009,13046,61.29836,66.8709381818,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
617,45035,45005,45011,52.58369,52.58369,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
618,13019,13031,13034,8.00544,12.00816,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
619,12003,12006,12028,9.95287,14.929305,129.0,0.002525,21.631586,25.0,0,1,3,2,263,555,0,0,0,0,0,0
620,12004,12008,12028,54.3271,54.3271,51.6,0.006312,21.631586,25.0,0,1,2,2,712,555,0,0,0,0,0,0
621,13020,13008,13044,32.05448,42.7393066667,16.5,0.019724,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
622,13021,13008,13011,47.9808,63.9744,21.6,0.020219,15.758774,25.0,0,2,2,1,712,0,0,0,0,0,0,0
623,13022,13037,13044,21.27271,26.0482163265,16.5,0.019724,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
624,13023,13037,13040,55.53122,67.9974122449,16.5,0.019724,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
625,13024,13014,13043,27.61496,33.137952,15.5,0.021038,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
626,13025,13039,13043,1.7619,4.22856,16.5,0.019724,21.631586,25.0,0,5,2,1,555,0,0,0,0,0,0,0
627,13026,13041,13042,17.7167,30.3714857143,16.5,0.019724,21.631586,25.0,0,5,2,1,555,0,0,0,0,0,0,0
628,13027,13011,13042,46.06397,110.553528,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
629,13028,13040,13041,35.48914,43.4560897959,16.5,0.019724,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
630,13029,13021,13083,59.90749,71.888988,51.6,0.006312,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
631,13030,13038,13033,34.05315,34.05315,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
632,13031,13030,13033,22.75875,34.138125,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
633,12005,12002,12011,25.98694,28.3493890909,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
634,13032,13019,13029,21.49122,42.98244,9.9,0.032873,21.631586,25.0,0,4,2,1,300,0,0,0,0,0,0,0
635,13033,13087,13033,61.79431,123.58862,16.5,0.019724,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
636,13034,13036,13037,67.68209,82.8760285714,16.5,0.019724,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
637,12006,12002,12028,17.62966,19.2323563636,86.0,0.003787,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
638,13035,13030,13034,20.93806,31.40709,9.9,0.032873,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
639,13036,13021,13033,107.5865,117.367090909,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
640,13037,13021,13029,60.9958,73.19496,25.8,0.012623,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
641,12007,12026,12027,4.63826,7.95130285714,129.0,0.002525,21.631586,25.0,0,1,3,2,263,555,0,0,0,0,0,0
642,12008,12027,12039,66.28287,66.28287,86.0,0.003787,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
643,12009,12014,12026,62.90857,68.6275309091,51.6,0.006312,21.631586,25.0,0,1,2,2,263,555,0,0,0,0,0,0
644,12010,12021,12022,3.52207,3.52207,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
645,12011,12021,12024,10.96864,18.8033828571,51.6,0.006312,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
646,12012,12024,12025,8.73761,14.97876,27.5,0.011834,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
647,12013,12017,12023,11.07709,16.615635,16.5,0.019724,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
648,12014,12016,12023,11.37833,17.067495,27.5,0.011834,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
649,12015,12016,12017,9.40744,11.288928,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
650,12016,12023,12024,8.1638,13.9950857143,27.5,0.011834,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
651,12017,12010,12022,19.46106,21.2302472727,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
652,12018,12010,12017,18.43636,22.123632,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
653,12019,12013,12022,10.33353,11.2729418182,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
654,12020,12017,12021,6.38881,6.38881,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
655,12021,12015,12020,0.97558,1.95116,27.5,0.011834,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
656,12022,12015,12019,5.8003,11.6006,86.0,0.003787,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
657,12023,12018,12019,29.28806,43.93209,9.9,0.032873,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
658,12024,12015,12017,17.65507,19.2600763636,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
659,12025,12015,12016,9.3395,12.4526666667,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
660,12026,12014,12007,54.11792,49.9550030769,51.6,0.006312,21.631586,25.0,0,1,2,2,263,555,0,0,0,0,0,0
661,12027,12009,12013,52.10671,52.10671,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
662,12028,12039,12013,147.55827,147.55827,86.0,0.003787,21.631586,25.0,0,3,2,1,712,0,0,0,0,0,0,0
663,12029,12010,12011,125.95538,125.95538,86.0,0.003787,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
664,12030,12006,12007,215.29893,198.737473846,51.6,0.006312,21.631586,25.0,0,1,2,2,263,555,0,0,0,0,0,0
665,13038,13006,13018,1.443,2.886,9.9,0.032873,21.631586,25.0,0,5,2,1,555,0,0,0,0,0,0,0
666,13039,13017,13023,25.77908,30.934896,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
667,13040,13003,13023,34.16035,40.99242,43.2,0.01011,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
668,13041,13026,13028,1.51693,1.820316,25.8,0.012623,21.631586,25.0,0,3,2,2,555,712,0,0,0,0,0,0
669,13042,13013,13026,18.85262,28.27893,15.5,0.021038,21.631586,25.0,0,3,2,2,555,712,0,0,0,0,0,0
670,13043,13020,13028,35.21512,42.258144,25.8,0.012623,21.631586,25.0,0,3,2,2,555,712,0,0,0,0,0,0
671,13044,13022,13024,2.63341,3.950115,51.6,0.006312,21.631586,25.0,0,1,2,2,712,777,0,0,0,0,0,0
672,1013,1021,13022,36.60591,39.93372,25.8,0.012623,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
673,13045,13025,13027,1.83781,7.35124,258.0,0.001262,10.815793,10.0,0,4,4,1,555,0,0,0,0,0,0,0
674,1014,1021,13027,29.20914,35.050968,43.0,0.007574,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
675,13046,13025,13026,60.23194,80.3092533333,9.9,0.032873,21.631586,25.0,0,5,2,1,555,0,0,0,0,0,0,0
676,13047,13013,13017,34.90128,41.881536,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
677,13048,13009,13024,29.44071,32.1171381818,25.8,0.012623,21.631586,25.0,0,1,2,2,712,777,0,0,0,0,0,0
678,13049,13017,13025,33.53748,44.71664,8.3,0.052654,15.758774,25.0,0,4,2,1,555,0,0,0,0,0,0,0
679,13050,13023,13024,27.85659,30.3890072727,43.2,0.01011,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
680,12031,12001,12004,38.67414,51.56552,9.9,0.032873,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
681,13051,13016,12001,39.12747,93.905928,16.5,0.019724,21.631586,25.0,0,4,2,1,712,0,0,0,0,0,0,0
682,12032,12004,12005,96.52386,144.78579,9.9,0.032873,21.631586,25.0,0,4,2,1,12,0,0,0,0,0,0,0
683,1015,1023,1027,20.44797,24.537564,43.2,0.01011,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
684,1016,1034,1029,34.07258,45.4301066667,13.8,0.031592,15.758774,25.0,0,2,2,1,555,0,0,0,0,0,0,0
685,1017,1027,1034,8.45829,14.4999257143,9.9,0.032873,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
686,1018,1026,1034,21.55977,26.3997183673,16.5,0.019724,21.631586,25.0,0,2,2,1,555,0,0,0,0,0,0,0
687,1019,1020,1010,25.46283,30.555396,72.0,0.006066,15.758774,25.0,0,5,2,1,555,0,0,0,0,0,0,0
688,1020,1020,1027,27.90748,47.8413942857,9.9,0.032873,21.631586,25.0,0,4,2,1,555,0,0,0,0,0,0,0
689,1021,1048,1031,9.66085,23.18604,27.5,0.011834,21.631586,25.0,0,4,2,2,712,555,0,0,0,0,0,0
690,1022,1052,1032,19.50403,46.809672,8.3,0.052654,15.758774,25.0,0,4,2,1,927,0,0,0,0,0,0,0
691,1023,1012,1015,43.62591,52.351092,86.0,0.003787,21.631586,25.0,0,1,2,1,555,0,0,0,0,0,0,0
692,1024,1014,1030,9.15993,21.983832,9.9,0.032873,21.631586,25.0,0,4,2,3,462,712,777,0,0,0,0,0
693,1025,1017,1024,24.24329,36.364935,9.9,0.032873,21.631586,25.0,0,3,2,2,127,712,0,0,0,0,0,0
694,1026,1024,1030,25.36964,33.8261866667,9.9,0.032873,21.631586,25.0,0,3,2,3,127,777,555,0,0,0,0,0
695,1027,1024,1028,25.74271,31.5216857143,9.9,0.032873,21.631586,25.0,0,3,2,1,555,0,0,0,0,0,0,0
696,1028,1028,1030,29.34533,70.428792,9.9,0.032873,21.631586,25.0,0,4,2,2,462,712,0,0,0,0,0,0
697,1029,1032,1033,23.93845,57.45228,13.8,0.031592,15.758774,25.0,0,4,2,2,712,927,0,0,0,0,0,0
698,1030,1012,1030,40.54579,54.0610533333,9.9,0.032873,21.631586,25.0,0,3,2,3,127,777,555,0,0,0,0,0
699,1031,1015,1029,41.93103,50.317236,72.0,0.006066,15.758774,25.0,0,1,2,1,555,0,0,0,0,0,0,0
700,1032,1022,1027,63.25887,75.910644,43.2,0.01011,15.758774,25.0,0,1,2,1,712,0,0,0,0,0,0,0
701,1033,1016,1019,15.23991,18.287892,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
702,1034,1049,1025,119.77581,239.55162,13.8,0.031592,15.758774,25.0,0,3,2,1,712,0,0,0,0,0,0,0
703,1035,1023,13022,148.59089,198.121186667,40.8,0.008346,23.200626,32.5,0,1,2,2,712,777,0,0,0,0,0,0
704,1036,1021,1022,64.19077,70.0262945455,25.8,0.012623,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
705,1037,1020,1021,80.78733,96.944796,72.0,0.006066,15.758774,25.0,0,4,2,1,555,0,0,0,0,0,0,0
706,1038,1018,1019,117.68309,141.219708,51.6,0.006312,21.631586,25.0,0,1,2,1,712,0,0,0,0,0,0,0
707,1039,1016,1017,65.11122,97.66683,9.9,0.032873,21.631586,25.0,0,3,2,2,127,712,0,0,0,0,0,0
708,12033,12003,12034,126.26807,154.613963265,9.9,0.032873,21.631586,25.0,0,2,2,1,712,0,0,0,0,0,0,0
709,28006,28001,28003,14.85089,35.642136,9.9,0.032873,21.631586,25.0,0,4,2,1,400,0,0,0,0,0,0,0
710,1040,1014,28026,51.09194,122.620656,9.9,0.032873,21.631586,25.0,0,4,2,2,462,712,0,0,0,0,0,0
711,28007,28003,28026,84.56173,144.962965714,16.5,0.019724,21.631586,25.0,0,3,2,1,400,0,0,0,0,0,0,0
712,28008,28008,28014,1.72604,2.58906,9.9,0.032873,21.631586,25.0,0,3,2,2,103,400,0,0,0,0,0,0
713,22007,22005,22019,5.28125,12.675,129.0,0.002525,21.631586,25.0,0,1,3,2,802,777,0,0,0,0,0,0
714,22008,22023,22025,9.54505,11.45406,258.0,0.001262,10.815793,10.0,0,1,4,1,712,0,0,0,0,0,0,0
715,22009,22024,22025,12.67029,19.005435,129.0,0.002525,21.631586,25.0,0,1,3,1,555,0,0,0,0,0,0,0
716,28009,28013,28014,68.30147,163.923528,9.9,0.032873,21.631586,25.0,0,5,2,1,400,0,0,0,0,0,0,0
