    1 100512027    6230.0  712
    1 100513082     747.6  712
    1 100537036    7547.2  712
    1 100612027   14453.6  555
    1 100613067    7796.4  555
    1 1016 6024   11320.8  127
    1 101653020    4912.8  127
    1 102521008   12531.2  712
    1 102547008    3453.2   88
    1 104647008   13029.6  555
    1 400217046   19152.8  777
    1 400317014     676.4  802
    1 401147060    3951.6  802
    1 401227006    2242.8  802
    1 500747008    3844.8  802
    1 5009 6024   11310.1  777
    1 501048013   32136.1  802
    1 501048025    5927.4  802
    1 5011 6091     854.4  802
    1 501141011     747.6  802
    1 5012 6003   12057.7  802
    1 5012 6024   17910.4  802
    1 501216009    9879.0  802
    1 501216019    5639.0  802
    1 501248013    6845.9  802
    1 501348013   55600.1  802
    1 5018 6003    3346.4  802
    1 5018 6023    6561.1  802
    1 5018 6026    2848.0  802
    1 5018 6083    3310.8  802
    1 501816009    3382.0  802
    1 501816019   19409.1  802
    1 501832004    4442.9  802
    1 501848013    2937.0  802
    1 6003 5009    1495.2  802
    1 6003 6026    3560.0  802
    1 600317046  116839.2  777
    1 600317046   29476.8  802
    1 600322016     712.0  802
    1 600325005     356.0  802
    1 600326030    4592.4  802
    1 600326052     783.2  802
    1 600334007    2136.0  802
    1 600336025    4378.8  802
    1 600339065     747.6  802
    1 600342008     712.0  802
    1 600342025    2242.8  802
    1 600342039    2492.0  802
    1 6012 6091   20790.4  802
    1 601213082     783.2  777
    1 601217046   96903.2  777
    1 601248056     712.0  777
    1 601512019    2314.0  802
    1 601512025    2171.6  802
    1 601513050    2171.6  802
    1 601517046  151923.0  777
    1 601517046  148630.0  802
    1 601525003    2171.6  802
    1 601536006    2207.2  802
    1 601539007    2207.2  802
    1 602442027    8259.2  802
    1 602617046    6301.2  802
    1 603517046    1317.2  777
    1 603517046     712.0  802
    1 603520001     534.0  777
    1 6039 6091   11908.2  802
    1 6045 6039    3588.5  802
    1 606053013    3453.2  777
    1 607617046   76433.2  777
    1 607648095     783.2  777
    1 6091 6039    3449.6  802
    1 609112027    1495.2  802
    1 609117014    8793.2  802
    1 609117046    9398.4  802
    1 609126030     747.6  802
    1 609142043     356.0  802
    1 800148060    2064.8  777
    1 800153006    6942.0  777
    1 800748079    8544.0  802
    1 800948031  116120.1  777
    1 800948060   39496.4  777
    1 800948095  216702.5  777
    1 800953010   22331.9  777
    1 800953013   21440.1  777
    1 801248013    3844.8  802
    1 8013 8012   10466.4  802
    1 8013 8043  101374.6  777
    1 801348060    3560.0  777
    1 801353010    3239.6  777
    1 803129037    3353.5  777
    1 803138001    4165.2  777
    1 803148005    6977.6  777
    1 803148019    7048.8  777
    1 803148060    6621.6  777
    1 803153010    7013.2  777
    1 803155038    7048.8  777
    1 8037 6026    3310.8    0
    1 8037 8013  103168.8  802
    1 803748079   11392.0    0
    1 803748079    2812.4  802
    1 803755034    3382.0    0
    11202717046     676.4  263
    11202812027     676.4  263
    11202834007    6550.4  712
    11301547008   35315.2  555
    113020 5007   30616.0  555
    113020 5019   39373.6  555
    11302021008   53684.8  555
    11302028026    4699.2  555
    11302042078    2492.0  555
    11302047008   20327.6  555
    11302051003    9540.8  555
    11302051077    6408.0  555
    113021 5019    3346.4  555
    11302121008   34532.0  555
    11302126018    3346.4  712
    11302139043    2830.2  712
    11302147008    6977.6  555
    11302147008    9078.0  712
    11302151003    3132.8  555
    11302921008    6408.0  555
    11302947008   86536.5  555
    11305413048    1068.0  555
    11305417046    3560.0  555
    11305438028    1459.6  555
    11305447008    1780.0  555
    113061 5007   23887.6    0
    113061 5019    6550.4    0
    113061 5019    6906.4  712
    11306121008   13065.2    0
    11306122023    3132.8  712
    11306142078    2492.0    0
    11306147008    3239.6    0
    11306148013    4699.2    0
    11306151003    6336.8    0
    11306517046    6408.0  555
    11306547008    3275.2  555
    113081 6035    3310.8  777
    113081 6091    2990.4  777
    113082 1005    7333.6  712
    11308217046    3275.2  712
    11600616010    3346.4  802
    11600912027    2314.0  802
    11600916006    2883.6  802
    11600917046   13670.4  802
    11600917113    2314.0  802
    11600925003    4556.8  802
    11600925005    4485.6  802
    11600926030    6443.6  802
    11600926036    5909.6  802
    11600936034   27376.4  802
    11600942005    2278.4  802
    11600948078   34603.2  802
    116010 4013    3346.4  802
    116010 6012    3809.2  802
    116010 6023   17098.7  802
    116010 6024    8031.4  802
    116010 6026    6924.2  802
    116010 6064    5275.9  802
    116010 6091   18761.2  802
    11601012019    6621.6  802
    11601012027    6728.4  802
    11601012028    2242.8  802
    11601013007    2242.8  802
    11601013050    6728.4  802
    11601013082    2242.8  802
    11601016004    3204.0  802
    11601017046   15628.4  802
    11601017113    2171.6  802
    11601025003    4485.6  802
    11601025005    2242.8  802
    11601026052    2242.8  802
    11601027054   21292.4  802
    11601034003   11214.0  802
    11601036034    8971.2  802
    11601039024    2242.8  802
    11601039065    6728.4  802
    11601048056   12851.6  802
    11601048095    2242.8  802
    11601053013   86515.1  802
    11601055021    6977.6  802
    116015 6026    7013.2  802
    11601516009   65148.0  802
    11601549002    7191.2  802
    11601553013    8234.3  802
    116019 6003    3043.8  802
    116019 6039    5073.0  802
    116019 6091   14240.0  802
    11601912019    2242.8  802
    11601912025    2242.8  802
    11601912027    2242.8  802
    11601916004   26742.7  802
    11601916010   29284.6  802
    11601917046    8544.0  802
    11601917113    2848.0  802
    11601925003    4485.6  802
    11601927054   86305.1  802
    11601936034    2242.8  802
    11601939007    2242.8  802
    11601942004    2242.8  802
    11601947008   19936.0  802
    11601947033    2242.8  802
    11601948095    7155.6  802
    11601953006    2527.6  802
